Text;Classification;Date
Mme Nathalie Serre attire l'attention de Mme la ministre de la transition énergétique sur la vente de la production électrique réalisée par des panneaux solaires chez des particuliers. Le décret n° 2016-690 du 28 mai 2016 pris pour l'application de l'article L. 314-6-1 du code de l'énergie dispose, entre autres, que l'obligation d'achat imposée à EDF n'est valable que pour les panneaux solaires posés sur un toit et exclut,de facto, ceux posés au sol. Elle lui demande donc pourquoi ces derniers sont exclus du dispositif d'obligation d'achat et si une éligibilité de ceux-ci est envisageable pour ce dispositif.;neutral;25.04.2023
M. Jérôme Nury interroge M. le ministre de l'économie, des finances et de la souveraineté industrielle et numérique quant à l'indexation du prix de l'électricité sur le prix du gaz. Depuis les grands travaux lancés par le Général de Gaulle, la France bénéficie d'une sécurisation de son approvisionnement en électricité à faible coût grâce à son mix électrique basé sur le nucléaire et sur l'hydroélectricité. Pour autant, la situation énergétique française ne cesse de se dégrader depuis une dizaine d'années et avec elle, le portefeuille des Français. On constate l'absence de nouveau projet d'envergure quand bien même toutes les études montrent que la consommation d'électricité augmentera dans les années à venir, le manque d'investissement dans l'entretien du parc nucléaire contre les corrosions, la fermeture de la centrale de Fessenheim par calcul électoral ou encore, le vote de la loi pluriannuelle de l'énergie prévoyant la réduction à 50 % de la part du nucléaire dans ce mix. L'État a organisé la baisse de son offre en électricité pilotable et décarbonée. Une décision politique lourde, associée à un développement massif des énergies renouvelables intermittentes, qui a rendu mécanique le recours aux énergies fossiles pilotables comme le gaz étranger lors des pics de demandes. Une nouvelle dépendance qui coûte très cher avec la guerre en Ukraine et les sanctions portées sur le gaz russe. En effet, le marché européen de l'électricité auquel la France participe, fixe le prix de l'électricité sur le prix du gaz. C'est un mécanisme aussi absurde environnementalement qu'économiquement puisque le parc nucléaire français est largement amorti. En conséquence, l'augmentation folle des prix de l'électricité pour les Français et leurs entreprises n'est plus tenable. Vendredi 26 août 2022, le prix de l'électricité dans le pays a d'ailleurs battu un triste record sur le marché à terme, dépassant les 1 000 euros le mégawattheure (MWh), quand il s'élevait à 85 euros un an plus tôt ! Il s'agit d'une hausse spectaculaire qui place de nombreuses entreprises dans une situation de grande fragilité vis-à-vis des engagements contractuels en cours. Face à cette urgence économique et énergétique, il souhaite savoir si le Gouvernement a l'intention de revoir rapidement l'organisation actuelle du marché de l'électricité afin de garantir la stabilité et la compétitivité nécessaires aux entreprises françaises.;positive;27.09.2022
M. Fabrice Brun attire l'attention de M. le ministre délégué auprès du ministre de l'économie, des finances et de la souveraineté industrielle et numérique, chargé de l'industrie, sur l'augmentation sans précédent du prix de l'électricité et de la nécessaire désindexation du prix de l'électricité sur celui du gaz. En effet, depuis septembre 2021, les prix de gros de l'électricité, liés au prix du gaz, ont été multipliés par dix. Cette situation découle des règles de formation du prix de l'électricité sur le marché européen, prix aligné sur le coût de production de la dernière centrale appelée pour équilibrer le réseau européen, c'est-à-dire fonctionnant au gaz. Le pouvoir d'achat des Français comme la pérennité économique des entreprises sont aujourd'hui fortement impactés par cette indexation désormais mortifère. Or au regard de l'inflation galopante des tarifs de l'énergie, il ne semble pas tenable de continuer à indexer ce prix de l'électricité sur celui du gaz. En ce sens, l'Espagne et le Portugal sont sortis du mécanisme européen au printemps 2022. Surtout au vu du fait que l'électricité coûte 47 euros le mégawattheure à produire mais est vendue jusqu'à dix fois ce prix, aux artisans notamment. De plus, à la mi-septembre 2022, la Présidente de la Commission européenne Mme Ursula Von der Layer, affirmait que « La conception actuelle du marché de l'électricité ne rend plus justice aux consommateurs, ils devraient récolter les fruits des énergies renouvelables à bas coût. Il faut donc découpler les prix de l'électricité de l'influence dominante du gaz ». Aussi, si cette mesure venait à être adoptée, elle permettrait de faire considérablement baisser les factures des consommateurs et des entreprises, du fait notamment que la France possède une forte capacité de production d'énergie décarbonnée grâce à son parc nucléaire, pour lequel tout doit être entrepris pour qu'il fonctionne à nouveau à pleine capacité. Considérant ces éléments, il lui demande ce que le Gouvernement compte mettre en œuvre pour sortir au plus vite du prix européen de l'électricité et de la désindexation des prix de cette énergie sur celui du gaz.;positive;17.01.2023
"M. Sébastien Chenu interroge Mme la ministre de la transition énergétique sur la nécessité démocratique de permettre à la population de décider de toute installation d'éoliennes sur son territoire. Partout en France et en particulier dans les Hauts-de-France, les habitants voient fleurir des éoliennes sans avoir leur mot à dire. En effet, les préfets sont seuls à décider de ces installations, quand bien même élus, associations et citoyens s'y opposeraient. Même si des consultations de la population et des enquêtes publiques sont faites, elles ne remplacent pas la décision souveraine du peuple. Il est important de rappeler l'arnaque écologique que représentent les éoliennes, énergie intermittente, subventionnée à foison, qui coûte cher sur la facture d'électricité des Français, pour un retour énergétique ridicule comparé au nucléaire qui est une énergie décarbonée, peu chère et efficace. Mais c'est sur l'aspect démocratique que cette question se penche. Comment est-il envisageable d'imposer une décision contre le souhait de la population ? Fort heureusement, les élus locaux font preuve de pragmatisme. Ainsi, ce sont dix-sept référendums locaux qui ont été initiés par différentes municipalités. Et sur ces dix-sept consultations, quinze ont clairement dit « NON » à l'implantation d'éoliennes sur leur territoire. La politique ne peut se faire qu'au service de la population ; il est incohérent, voire dangereux, de ne pas écouter le choix des habitants. Ainsi, il est primordial qu'un référendum local soit systématiquement mis en place concernant un projet éolien et que le résultat de ce référendum soit, bien évidemment, suivi et ne pas être simplement consultatif. Les citoyens se détournent pour beaucoup de la politique. L'instauration d'un référendum local sur ce sujet est un élément qui permettra de rendre aux Français le pouvoir de décider. Il souhaite donc connaître la position du Gouvernement sur l'instauration d'un référendum local obligatoire avant toute installation d'éoliennes.";neutral;14.02.2023
M. Benjamin Saint-Huile alerte M. le ministre de la transition écologique et de la cohésion des territoires sur la saturation foncière et visuelle de certains territoires en termes d'installations d'éoliennes terrestres. En tant qu'élu des Haut-de-France, région qui ne compte pas moins de 30% de la production éolienne nationale, M. le député reçoit de nombreuses interpellations d'élus et de citoyens qui s'inquiètent des menaces qui planent sur les zones de respiration sans éolienne de 5 kms minimum initialement prévues par l'ancien schéma régional éolien (SRE). C'est notamment le cas de la commune de Febvin-Palfart, qui représente un pôle éolien déjà très dense avec 302 éoliennes dénombrées dans un rayon de 20 kms et qui pourtant se trouverait entièrement encerclée par six nouveaux projets. Malgré le refus de la préfecture pour cause de saturation visuelle et l'avis défavorable de la part de la DDTM et de la DREAL à cause de l'impact sur le cadre de vie des habitants, la cour d'appel de Douai (CA) se prononce pour l'instant en faveur de ces projets. À l'inquiétude liée aux nuisances sonores que ces installations provoquent s'ajoute l'incompréhension face aux décisions contradictoires de la justice. Ces difficultés justifient la méfiance de la population, envers une accélération des installations éoliennes, qui est tout à fait nécessaire à la transition énergétique du pays. Il paraît crucial de répondre aux incompréhensions locales, alors même que le Gouvernement va présenter dans les prochaines semaines son projet de loi « pour l'accélération de la production d'énergies renouvelables », qui entend concilier amélioration de l'acceptabilité locale avec accélération de leur déploiement. Le non-respect du code de l'environnement et des décisions des représentants de l'État en région nourrit le sentiment que les projets d'installation se réalisent de manière aléatoire et abusive. M. le député rappelle également que l'indispensable accélération de la transition énergétique qui devra permettre le retour à une souveraineté énergétique ne peut se faire aux dépends du respect du cadre de vie des populations, de la biodiversité et des paysages locaux. Il lui demande donc quelles sont les pistes que celui-ci envisage afin d'améliorer la transparence des décisions juridiques rendues en pareille situations, ici contredisant et méconnaissant tous les autres avis rendus publics.;neutral;08.11.2022
Mme Gisèle Lelouis attire l'attention de Mme la ministre de la transition énergétique sur les risques de coupures de courant, aussi appelés délestages tournants, que les Français devraient subir l'hiver 2022, principalement à cause de la baisse de production d'électricité d'origine nucléaire due aux égarements (in)volontaires du Président de la République. Dans une circulaire adressée le 30 novembre 2022 aux préfets de départements, il a été indiqué : « L'hypothèse de devoir recourir à ces coupures partielles et programmées ne peut être à ce jour ni exclue, ni confirmée : il convient donc de s'y préparer », manière de confirmer qu'elles arriveront. Si l'on ne connaît pas les détails des instructions envoyées aux préfets, il est évident que la ville de Marseille et d'autres communes seront sollicitées dans ce cas de figure, comme elles le sont habituellement sur d'autres sujets, ainsi que les parlementaires. À Marseille, cela aura des répercussions très concrètes sur le réseau de transport fonctionnant en partie à l'électricité, l'impossibilité d'allumer la lumière dans les bâtiments publics comme privés, de recharger son téléphone comme de travailler sur son ordinateur ou d'éviter un accident à cause du dysfonctionnement des feux tricolores. Il est inouï que les élus marseillais, locaux comme nationaux, ne soient pas prévenus des priorités du réseau. Elle déplore l'absence d'information à ce sujet et lui demande si elle va communiquer aux maires comme à la représentation parlementaire les réseaux prioritaires et les délestages prévus.;neutral;20.12.2022
M. Thibault Bazin attire l'attention de Mme la ministre de la transition énergétique sur le projet de modification de la formule de calcul du tarif règlementé de vente d'électricité (TRVE) mis en consultation par la Commission de régulation de l'énergie (CRE). Il souhaite porter à sa connaissance les effets indésirables qu'un tel changement pourrait avoir sur le pouvoir d'achat des ménages. Le projet de la CRE porte sur une évolution de la méthode de calcul de la brique « coûts d'approvisionnement en énergie ». Concrètement, il s'agirait de ne plus lisser sur deux années mais sur une seule le calcul du coût de l'approvisionnement en énergie. M. le député souligne que l'adoption d'un tel mode de calcul conduirait mécaniquement à une plus grande « instabilité » des tarifs réglementés, qui deviendraient encore plus perméables qu'aujourd'hui aux fluctuations du marché. Or il rappelle que ce tarif a justement pour vocation de protéger les clients éligibles (principalement les ménages et les petites collectivités territoriales) contre la volatilité des prix de gros de l'électricité. Il fait également remarquer qu'un tel projet est contradictoire avec les déclarations gouvernementales appelant à des reformes protectrices du marché de gros de l'énergie. Aussi, alors que la majorité des associations de consommateurs ont dénoncé dans un communiqué de presse commun la dangerosité d'une telle réforme pour le pouvoir d'achat des Français, déjà durement touché par l'inflation, il vient lui demander si elle compte s'opposer au projet de modification de la formule de calcul du TRVE mis en consultation par la CRE.;neutral;15.11.2022
M. Olivier Marleix attire l'attention de M. le ministre de l'économie, des finances et de la souveraineté industrielle et numérique sur la protection des intérêts stratégiques français dans le cadre du contrôle des investissements étrangers en France (IEF) réalisés dans le secteur d'activités portant sur des infrastructures, biens ou services essentiels pour garantir l'approvisionnement en énergie. Il l'interroge plus particulièrement sur l'interprétation de l'arrêt n° 323179 du Conseil d'État du 29 avril 2010 qui ne reconnaît le caractère d'ouvrage public qu'aux ouvrages d'une puissance supérieure à 40 MW installés dans les zones interconnectées du territoire métropolitain. Plus spécifiquement, il semble que cette décision serve de fondement pour écarter de la procédure de contrôle IEF les investissements étrangers dans les installations inférieures à 40 MW. Cela vise essentiellement les éoliennes et des installations photovoltaïques. Le recours à ce seuil crée une faille dans le dispositif de contrôle car les fermes éoliennes prises séparément atteignent en général de moins de 40 MW alors que lorsqu'un groupe de production d'électricité fait l'objet d'un investissement étranger, c'est bien l'ensemble des différentes fermes ou filiales qui sont vendues. Les investissements réalisés dans ce cadre représenteraient à eux seules des puissances cumulées équivalent à plusieurs réacteurs nucléaires sans visibilité sur le prix du MW et encore moins des nationalités des investisseurs. Enfin, en étant écartés du contrôle IEF, les investissements étrangers dans les installations de moins de 40 MW seraient propices à des stratégies de blanchiment d'argent, l'honorabilité de l'investisseur étranger n'étant alors pas examinée. C'est pourquoi il lui demande son analyse de la situation et les préconisations qu'il compte prendre pour garantir que les intérêts stratégiques de la France en matière d'énergies renouvelables soient protégés dans le cadre d'un investissement étranger.;neutral;18.04.2023
Mme Mathilde Paris attire l'attention de M. le ministre de la transition écologique et de la cohésion des territoires sur les conséquences de l'implantation massive d'éoliennes dans le Loiret. Les riverains sont de plus en plus nombreux à se constituer en association pour dénoncer des projets élaborés sans concertation avec les habitants et dont les conséquences sur le prix de l'immobilier, les nuisances sonores ou encore l'impact sur le patrimoine et la biodiversité sont largement démontrés. Loin de faire l'unanimité, certains projets prévus dans le Loiret ont même été rejetés par la justice. Ainsi, le 5 janvier 2022, la cour administrative d'appel de Nantes a annulé l'autorisation environnementale qui avait été délivrée en janvier 2020 pour un parc éolien à Barville-en-Gâtinais et Egry, estimant qu'il y avait trop de bâtiments historiques en co-visibilité des éoliennes prévues. Malgré la contestation autour du développement massif de l'éolien, aucune évolution de la législation ou de la réglementation n'est intervenue pour renforcer l'association des citoyens à la prise de décision ainsi que pour prendre en compte de manière renforcée les conséquences des projets éoliens sur le patrimoine et la biodiversité. Récemment, la loi du 21 février 2022 relative à la différenciation, la décentralisation, la déconcentration et portant diverses mesures de simplification de l'action publique locale, dite loi « 3DS », a rendu possible l'instauration de secteurs éoliens conditionnés par voie de modification simplifiée des PLU et PLUi, tout en prévoyant une enquête publique. Cette évolution est une première étape dans la régulation de l'installation d'éoliennes mais qui ne répond que très insuffisamment aux attentes des riverains et élus locaux. Dans ce contexte, elle lui demande de bien vouloir lui préciser comment il compte faire évoluer la réglementation sur l'implantation des éoliennes afin de déterminer des critères plus contraignants pour sanctionner les atteintes au patrimoine, à la santé et à la biodiversité tout en associant plus largement les riverains impactés par ces projets.;neutral;26.07.2022
Mme Sylvie Ferrer attire l'attention de Mme la ministre de la transition énergétique sur l'état actuel de l'éolien marin en France. Les objectifs de neutralité carbone d'ici 2050 fixés par les instances internationales et nationales sont essentiels au vu de la situation écologique dramatique mais loin d'être atteints. Les solutions envisagées par ce Gouvernement, fondées notamment sur le nucléaire, ne sont pas viables. C'est pourquoi il est indispensable d'améliorer l'utilisation des sources d'énergie renouvelable et cela passe notamment par la prise en compte des spécificités de chacune. Si la France souhaite se donner les moyens d'atteindre un objectif de 40 % d'électricité renouvelable à l'horizon 2030, comme annoncé par son ministère, elle ne peut minorer leur rendement par refus d'investir là où il faut. Énergie renouvelable centrale pour assurer la décarbonation du modèle français, l'éolien marin est une ressource au caractère intermittent. En 2015, le Conseil économique, social et environnemental rappelle que le stockage de l'énergie électrique est une dimension incontournable de la transition énergétique et que l'optimisation de stations de transfert d'énergie par pompage (STEP) existantes ou la création de STEP marines sont à envisager. La programmation pluriannuelle des investissements de production d'électricité pour la période 2009-2020 prévoit alors l'installation de près de 2 GW supplémentaires de STEP pour 2015. Ces objectifs ne se concrétisent pas notamment du fait des interrogations d'EDF, qui détient 50,1 % du Réseau de transport de l'électricité (RTE) quant à la rentabilité économique de ces investissements supplémentaires. Il est inacceptable que la transition écologique soit bloquée par des considérations économiques. Il y a urgence à agir et les investissements pour améliorer la production d'électricité renouvelable sont un levier à sa disposition. Ainsi, elle souhaite savoir où en est le développement des capacités de stockage de l'électricité produite par les parcs éoliens marins français.;negative;04.04.2023
M. Paul Molac alerte M. le ministre de la transition écologique et de la cohésion des territoires sur les effets contre-productifs de l'interdiction désormais annoncée des chaudières à gaz. En effet, malgré le lancement d'une consultation publique relative sur la réduction des émissions de carbone dans le bâtiment jusque fin juillet 2023, Mme la Première ministre a d'ores et déjà évoqué, courant mai 2023, une interdiction générale des chaudières à gaz à compter de 2026. Si, depuis le 1er janvier 2022, la réglementation interdit déjà les solutions de chauffage gaz dans les maisons neuves (le collectif suivra en 2025), l'interdiction s'étendra, à terme, au renouvellement des chaudières à gaz dans le bâti existant. Cette interdiction, si elle était prononcée, auraient des effets directs sur 4 foyers sur 10, actuellement chauffés au gaz, soit pour 12 millions de foyers au total (5 millions en maison individuelle et sept millions en logement collectif). Motivée par la volonté de sortir les logements des énergies fossiles (fioul, gaz et charbon), cette interdiction n'aura pourtant pas ou peu d'effet sur la réduction des émissions carbone. En effet, en tenant compte du nombre d'équipements arrivant en fin de vie, GRDF estime que le remplacement, pendant des années, de 12 millions de chaudières à gaz par des pompes à chaleur augmentera la pointe électrique en hiver. Les projections évaluent une consommation accrue de 10 gigawatts en 2035, voire 2040. Or le premier EPR n'est toujours pas mis en service et aucun autre ne pourra l'être à ces dates. Sachant que l'Autorité de sûreté nucléaire doute fortement de la longévité de 56 réacteurs des 19 centrales nucléaires française et que la France est en retard dans le développement des énergies renouvelables, l'interdiction des chaudières à gaz, en augmentant les installations de pompes à chaleur, entraînera des importations d'électricité en hiver, notamment en Allemagne, où avec la fin du nucléaire, le fonctionnement des centrales à charbon et thermiques a été réactivé. Autre souci en matière de neutralité carbone, les composants des pompes à chaleur viennent pour l'essentiel d'Asie tandis que les chaudières à gaz sont en majorité produites en France ou en Europe. En plus d'engendrer une perte de souveraineté industrielle et d'alourdir le bilan carbone, l'interdiction généralisée des chaudières à gaz aura pour effet d'accroître les dépenses publiques (prises en charge des renouvellements d'installation sur le domaine public, augmentation des aides publiques à l'installation...) et de fragiliser le pouvoir d'achat des concitoyens, une pompe à chaleur coûtant trois à quatre fois plus cher qu'une chaudière, dans un contexte inflationniste sans précédent. En outre, face à l'interdiction des chaudières à gaz telle qu'annoncée en 2026, les professionnels sont formels : les délais ne sont pas tenables, la mesure nécessitant la formation de 200 000 chauffagistes à la pompe à chaleur. À cela s'ajoutent des blocages techniques, notamment dans l'immobilier collectif, où l'installation d'une ou plusieurs pompes à chaleur implique un accord de la copropriété et une déclaration de travaux préalable. Face à toutes les difficultés et conséquences précitées, considérant qu'il ne faut pas confondre appareil et combustible, M. le député demande au Gouvernement d'opter pour le développement du gaz vert plutôt que d'interdire les chaudières à gaz. En faisant le choix de diversifier l'approvisionnement en énergies des Français et de ne pas miser sur le « tout électrique », on évitera ainsi les dangers de la rupture d'approvisionnement tout en répondant aux objectifs d'indépendance énergétique. Il souhaite connaître sa position sur le sujet.;neutral;20.06.2023
M. Alexandre Loubet appelle l'attention de Mme la ministre de la transition énergétique sur la situation de la centrale à charbon Émile Huchet de Saint-Avold, en Moselle-Est. Alors que le redémarrage de la tranche 6 de 600 MW est prévu courant octobre 2022 par l'exploitant GazelEnergie suite au projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat, M. le député constate l'absence de visibilité donnée par le Gouvernement sur la fin d'exploitation de la saison 2022-2023 ou sur la possibilité de la poursuite de celle-ci en 2024 et 2025. Dans un contexte énergétique incertain malgré les impératifs de lutte contre le réchauffement climatique, résultat d'une politique énergétique sans vision ni constance avec un parc nucléaire dont la disponibilité est partiellement dégradée et au regard du cadre légal mouvant, il est vital de donner des perspectives précises aux différentes parties prenantes, à commencer par les élus locaux, par l'exploitant et des sous-traitants au regard de leurs impératifs économiques et industriels et par les salariés qui méritent un minimum de respect après avoir été rappelés au travail pour sauver la sécurité d'approvisionnement électrique du pays malgré un PSE subi quelques mois plus tôt suite à la décision du Gouvernement de fermer la tranche 6. C'est pourquoi il demande au Gouvernement de préciser dans les plus brefs délais si, à court terme, il envisage d'autoriser la tranche 6 du site Émile Huchet à fonctionner en avril 2023 et si, à moyen terme, il compte étendre l'exploitation de cette même tranche à la saison 2023-2024 voire 2024-2025.;neutral;11.10.2022
"Mme Marietta Karamanli attire l'attention de M. le ministre de l'économie, des finances et de la souveraineté industrielle et numérique sur la fin du bouclier tarifaire en matière de coût de l'électricité. Une hausse de 10 % du prix de l'électricité est prévue au cœur des mois d'été ; elle concernera l'ensemble des ménages, ainsi que les petites entreprises, disposant de compteurs de 36 kilovoltampères. Selon certaines estimations, pour un ménage, cette hausse représenterait en moyenne un surcoût de 150 euros par an. En janvier 2023, les prix de l'énergie avaient déjà augmenté de 15 % pour 20 millions de consommateurs. Au final, sur un peu plus de six mois, l'augmentation sera de 25 %. L'effet pour les foyers modestes ou moyens sera fort en janvier 2024 après le début de l'hiver prochain. En l'état, rien n'est dit par le Gouvernement sur la mise en place d'un tarif réglementé réellement protecteur ; de plus rien n'est envisagé visant à remettre en cause l'accès régulé à l'électricité nucléaire historique qui offre aux fournisseurs alternatifs aux fournisseurs historiques la possibilité de s'approvisionner en électricité auprès d'EDF dans des conditions établies par les pouvoirs publics. Cet accès institué en 2010 par la loi dite « nouvelle organisation du marché de l'électricité » (NOME) avait pour objectif de créer de nouveaux producteurs d'électricité, en effet c'est au niveau de la production que peut s'exercer une réelle concurrence ; il semble que ceux-ci aient profité de ce tarif pour s'enrichir sans construire ni pu établir leurs propres outils de production. Elle lui demande sur ces deux sujets quelles concertations le Gouvernement entend engager d'une part, avec l'Union européenne et d'autre part avec les producteurs, consommateurs et leurs représentants à la suite avec le Parlement.";neutral;01.08.2023
M. Philippe Ballard alerte M. le ministre de l'économie, des finances et de la souveraineté industrielle et numérique sur les distorsions dans les mécanismes d'aides face à la hausse du prix de l'énergie. Face à la forte hausse du prix de l'énergie pour les ménages, il a été adopté en juillet 2022 un chèque exceptionnel pour les ménages se chauffant au fioul, du fait qu'ils n'étaient pas couverts par le bouclier tarifaire mis en place pour l'électricité et le gaz naturel. Le Gouvernement a ensuite accordé une nouvelle aide pour les ménages se chauffant au bois suite à la hausse de son prix. Des entreprises de la circonscription de M. le député ont attiré son attention sur le fait que les trois énergies que sont le fioul, le bois et le propane sont celles de la ruralité. La fixation de leur prix est totalement libre et concurrentielle, contrairement au gaz naturel et d'électricité, qui ont des tarifs réglementés et pour lesquels les consommateurs sont déjà aidés par le bouclier tarifaire. Ces mécanismes de chèque énergie spécifiques génèrent une distorsion de concurrence entre les entreprises du bois, du fioul et du propane. En effet, ces trois énergies rurales subissent, pour des raisons différentes, les conséquences de la forte inflation, notamment sur les prix des énergies et des matières premières. Or seuls les ménages se chauffant au propane ne sont pas aidés. Il a été répondu aux sénateurs qui ont soulevé ce point « qu'après consultation des fournisseurs : en deux ans, les prix ont augmenté de seulement 6 %. ». Ainsi cette hausse des tarifs aux ménages pratiqués par la profession ne semble pas suffisamment importante pour justifier de les intégrer dans un dispositif de chèque énergie hors réseaux. Aussi, les entrepreneurs de la circonscription de M. le député l'interrogent sur le fait que leurs efforts de maintien de prix stables auprès des ménages se soldent par une mesure de distorsion de concurrence sur un marché où les prix des énergies sont libres. Les chiffres des hausses constatées depuis 2019 sont éloquents : les cours d'achat du propane et des métaux ont pratiquement doublé. Rien que sur 2021-2022, les coûts à absorber ont aussi fortement augmenté : +23 % d'augmentation des prix du gazole, +24 % sur l'électricité, +35 % sur le gaz naturel. Cette hausse des coûts conjuguée au maintien des prix a créé un effet ciseaux : sans les efforts de maintien de prix par la filière en 2022, la hausse pour les ménages aurait pu être, selon les estimations de la profession, autour de 30 à 45 %. Elle pourrait être d'un ordre similaire en 2023. Aussi, il souhaite connaître les mesures qui sont proposées par le Gouvernement pour soutenir la filière en 2023 afin qu'elle ne soit pas contrainte de répercuter, à son tour auprès des ménages, les hausses des coûts qu'elle subit.;neutral;13.12.2022
M. Thomas Ménagé attire l'attention de M. le ministre de la transition écologique et de la cohésion des territoires sur la hausse des coûts de l'énergie que doivent supporter certaines communes. L'article 181 de la loi n° 2021-1900 du 30 décembre 2021 de finances pour 2022 a procédé au plafonnement des hausses de tarifs de gaz et d'électricité dans le cadre du tarif dit réglementé. Cependant, seules les communes ayant dix salariés ou moins et des recettes de fonctionnement inférieures à deux millions d'euros peuvent toujours bénéficier de ce tarif, les autres en étant exclues et étant soumises aux tarifs de marché. Ces dernières ont pu constater des hausses substantielles au cours des derniers mois, sans recettes supplémentaires. Alors que certaines communes étaient déjà en difficulté du fait de la suppression ou la réduction de certaines ressources fiscales ou relevant de la dotation générale de fonctionnement, il lui demande si le Gouvernement entend compenser ou mettre en place des mécanismes permettant de compenser les hausses de tarifs de l'énergie que subissent les communes françaises.;neutral;19.07.2022
Mme Valérie Bazin-Malgras appelle l'attention de M. le ministre de la transition écologique et de la cohésion des territoires sur les difficultés rencontrées par les communes pour faire face à la hausse des coûts de l'énergie. En effet, leurs charges (éclairage, chauffage ... des bâtiments publics et installations sportives), comme celles des particuliers et des entreprises, ne cessent d'augmenter dans des proportions toujours plus importantes et les élus s'inquiètent de la façon dont ils pourront les honorer à moyen terme. C'est pourquoi elle lui demande de bien vouloir lui indiquer quelles sont les mesures que le Gouvernement entend mettre en œuvre pour accompagner financièrement les communes et leur permettre de surmonter cette crise.;neutral;04.10.2022
"M. Pierre Vatin attire l'attention de Mme la ministre de la transition énergétique sur la hausse des prix de l'énergie qui impacte considérablement les budgets des entreprises mais également ceux des associations. Si le plan de résilience instauré en mars 2022 assure une aide financière pour l'augmentation des dépenses en gaz et en électricité à destination des entreprises, les associations, elles, en sont exclues. Il en est de même concernant le bouclier tarifaire qui a été étendu à certaines associations par le décret n° 2022-514 du 9 avril 2022, mais qui en écarte beaucoup d'autres. C'est notamment le cas des banques alimentaires, qui ne bénéficient pas de ces dispositifs d'aides et qui, dans le contexte de l'inflation, ont connu une hausse importante du nombre de personnes à accompagner au premier semestre. Dans le cas plus spécifique de la banque alimentaire de l'Oise, les dépenses en gaz et en électricité représentent 4,45 % de ses charges, avec une augmentation de près de 2 % depuis 2019. C'est pourquoi si elle compte étendre les dispositifs d'aides face à la hausse des prix de l'énergie aux banques alimentaires et aux associations à action caritative en général, en leur permettant de bénéficier de la limitation des prix à 15 % en janvier 2023 pour l'électricité et à 15 % pour le gaz en février 2023 ; cette mesure permettra aux banques alimentaires d'assurer leur mission essentielle d'accompagnement des plus modestes dans les meilleures conditions.";neutral;01.11.2022
M. Damien Abad attire l'attention de M. le ministre de l'économie, des finances et de la souveraineté industrielle et numérique sur l'impact du marché de l'énergie pour les scieries et industries du bois. Secteur essentiel de l'économie verte, ces entreprises représentent 13 % des emplois industriels français. L'indisponibilité du parc nucléaire français combinée à la crise géopolitique actuelle fait prendre une tournure dramatique aux marchés de l'énergie. La spéculation qui gagne le secteur de l'électricité prend une telle ampleur que la continuité de l'activité de leurs entreprises n'est plus garantie pour cet hiver et au-delà. Les prix proposés la rendent impossible économiquement et touchent toutes les entreprises. Sans bois, de nombreux produits essentiels au bon fonctionnement de l'économie et de la vie quotidienne viendraient à faire défaut. Le poste électricité est en passe de devenir le 2e poste de charge de leurs industries devant celui des charges de personnel. Un scénario jamais connu à ce jour. La situation les inquiète particulièrement car le prix de l'électricité qu'ils subissent est de loin le plus élevé d'Europe. Afin de pallier cette situation, ils proposent la mise en place d'un TRTAM (tarif réglementé transitoire d'ajustement du marché) outil opérationnel puisque mis en place lors de la précédente envolée du marché en 2007. Aussi, il lui demande de bien vouloir lui indiquer les mesures qu'il entend prendre afin de réduire l'impact du marché de l'énergie pour les scieries et industries du bois.;neutral;02.08.2022
M. Lionel Vuibert attire l'attention de M. le ministre de la transition écologique et de la cohésion des territoires sur les inégales retombées entre communes, essentiellement en zones rurales, quant aux projets d'implantations d'éoliennes. En effet, en fonction de leurs superficies ces dernières ne bénéficient pas des mêmes avantages ni des mêmes compensations. Celles dont le territoire est le plus important pâtissent généralement moins des éventuelles nuisances sonores et visuelles alors que ce sont elles aussi qui tirent avantage de revenus fonciers plus conséquents cumulés donc à ceux de l'IFER. Ainsi les communes voisines de celles où ont été implantées les éoliennes qui, souvent, faute de foncier suffisant n'ont pas pu faire le choix de ces implantations et qui en subissent directement les nuisances, ont développé un fort sentiment d'injustice. En effet, elles se sentent véritablement lésées puisque, outre les inconvénients subis, elles ne bénéficient d'aucune retombée économique et fiscale (Taxe foncière sur les propriétés bâties, cotisations foncières des entreprises, imposition forfaitaire sur les entreprises des réseaux etc.). Alors que vient d'être adoptée la loi relative à l'accélération de la production d'énergies renouvelables, il souhaite connaître les intentions du Gouvernement visant à corriger ces inégalités qui nuisent à l'acceptabilité de ces projets d'implantations par les citoyens et certains élus en zone rurale.;neutral;14.03.2023
