Text	Date
M. Jacques Peyrat.Ma question s'adresse à M. le ministre de l'économie, des finances et de l'industrie. Hier, Gaz de France a officiellement déposé une proposition de hausse de ses tarifs de 12 %. Pour l'entreprise, cette augmentation traduit une réalité économique que nous ne pouvons plus ignorer, à savoir la répercussion de l'envolée des cours du pétrole, sur lesquels sont indexés les prix du gaz. Cette hausse, si, bien sûr, elle était confirmée, aurait pour résultat de grever fortement le budget des consommateurs, soit plus de 10 millions de Français, et de réduire leur pouvoir d'achat pour un bien qui est pourtant de première nécessité. Dans un contexte général de crise des marchés énergétiques, vous avez déjà, monsieur le ministre, pris des mesures ciblées pour compenser l'augmentation des prix du pétrole. Il s'agit, en particulier, de l'aide à la cuve de 75 euros pour les Français les plus modestes qui se chauffent au fioul et d'un nouveau ticket transport qui permettra de déduire de leur impôt le coût des kilomètres parcourus pour se rendre à leur travail. C'est pourquoi je vous demande quelles mesures vous comptez prendre afin d'atténuer les conséquences de la hausse des prix du gaz pour nos concitoyens et d'alléger ainsi leur facture énergétique.(Applaudissements sur les travées de l'UMP.)	21.10.2005
M. Jean Louis Masson attire l'attention de M. le ministre d'État, ministre de l'écologie, du développement et de l'aménagement durables sur le fait que les soudières implantées dans la vallée de la Meurthe sont à l'origine d'une pollution grave de la Moselle par les chlorures. Dans le passé et à de très nombreuses reprises, il a ainsi été constaté qu'en période d'étiage, les normes européennes de pollution pour l'utilisation de l'eau d'une rivière à des fins d'alimentation humaine étaient très largement dépassées. Or, de nombreuses collectivités sont obligées d'utiliser l'eau de la Moselle pour alimenter leur réseau d'adduction d'eau potable et afin de diluer la pollution, elles doivent s'alimenter en partie dans le lac de la Madine mais le coût correspondant est bien supérieur. De ce fait, ce sont finalement les consommateurs d'eau qui subissent un préjudice grave tout comme les industriels utilisateurs d'eau brute. Lors de sa construction, la centrale nucléaire de Cattenom a notamment dû réaliser des investissements supplémentaires afin de limiter les risques de corrosion liés au taux de chlorures dans l'eau de refroidissement. A titre indicatif, il souhaiterait qu'il lui indique quels ont été les taux de pollution maximum en milligrammes de chlorures par litre constatés en 2006 dans la Moselle, d'une part en amont de Metz, et, d'autre part à hauteur de Hauconcourt-Argancy. Si les mesures sont effectuées en continu, il lui demande également pendant combien de jours par an, la norme européenne a été dépassée. A défaut, c'est-à-dire en cas de mesures ponctuelles, il souhaiterait connaître le nombre total de mesures effectuées dans l'année et le nombre de mesures ayant constaté un dépassement de la norme européenne.	22.11.2007
Mme la présidente.La parole est à M. Jacques Fernique, pour le groupe Écologiste – Solidarité et Territoires. M. Jacques Fernique.Il y a exactement cinq ans, les accords de Paris redonnaient l'espoir d'une planète habitable. Demain, le Conseil européen va rehausser notre objectif climat. Toutefois, un objectif climat, c'est bien, mais des actes qui suivent et qui soient à la hauteur, c'est encore mieux. À ce stade de l'urgence, des petits pas sont des reculs, comme l'a dit Nicolas Hulot. (Exclamations ironiques sur les travées du groupe Les Républicains.) Force est de constater que nous n'avançons pas dans cette trajectoire. La Convention citoyenne pour le climat devait être le moyen de débloquer cette inertie. Pourtant, cette démarche, qui devrait nous rassembler, paraît compromise. Le ton du Président de la République rappelle la manière par laquelle l'un de ses prédécesseurs avait sifflé la fin du Grenelle. Après les « Amish », voici les « activistes », et le rapport de la Convention ne serait qu'un « truc », qui n'est « ni la Bible ni le Coran ». Le nucléaire, avec ses EPR, qui avait été maintenu hors du champ de la Convention, serait maintenant la principale solution. Faut-il comprendre que « le climat, ça commence à bien faire » ? Les coups de com' des engagements d'hier et les coups de gueule d'aujourd'hui sont autant de temps perdu que notre climat ne rattrapera pas. La future loi climat sera tardive ; son application sera reportée au prochain quinquennat. Encore faut-il qu'elle soit à la hauteur ! Voici ma question : au moment où nous allons, avec l'Union européenne, prendre l'engagement de réduire, non plus de 40 %, mais d'au moins 55 % nos émissions de gaz à effet de serre, comment comptez-vous traduire cela concrètement dans cette loi, alors que les orientations présentées esquivent les propositions les plus fortes ? Y aura-t-il des arbitrages ambitieux sur la rénovation thermique, l'interdiction, à terme, des véhicules les plus émetteurs, des moyens massifs pour le transfert ferroviaire,…(Marques d'impatience croissantes sur les travées du groupe Les Républicains.) Mme la présidente.Il faut conclure, mon cher collègue. M. Jacques Fernique.… la régulation de la publicité, une redevance sur les engrais azotés, une vraie écoconditionnalité des soutiens publics ? Mme la présidente.Il faut vraiment conclure ! M. Jacques Fernique.Ce projet de loi fera-t-il l'impasse sur les propositions fortes de la Convention ?(Applaudissements sur les travées du groupe GEST.)	10.12.2020
M. Franck Montaugé appelle l'attention de Mme la ministre de la transition énergétique sur un enjeu décisif de notre politique énergétique et de l'avenir de notre entreprise publique EDF. Lors des débats parlementaires sur le projet de loi « pouvoir d'achat », il l'a interrogée, comme de nombreux parlementaires, sur la conformité au droit européen de l'augmentation du volume de l' « accès régulé à l'électricité nucléaire historique » (ARéNH). En effet, qu'il s'agisse du volume global maximal fixé par la loi ou par décret mettant en œuvre, dès 2022, un volume supérieur à 100 TWh, ce mécanisme fragilise lourdement les finances d'EDF parce qu'il ne couvre pas les coûts réels de production. Son inefficacité a été mise en exergue par la Cour des comptes, la Commission européenne et de nombreux acteurs du secteur. Annoncée en janvier 2022, l'augmentation de 100 à 120 TWh a été prétendument mise en œuvre par le décret n° 342-2022 du 11 mars 2022. « Prétendument », car ce décret a en réalité instauré un mécanisme d' « achat-revente » d'électricité qui a obligé EDF à vendre son électricité à 46,2 euros et à la racheter immédiatement à 257 euros. Ce qu'impose ce décret est très éloigné du mécanisme originel de l'ARéNH. Il revient dans les faits à opérer un transfert financier direct d'EDF d'un montant de 4,2 milliards d'euros vers ses concurrents, fournisseurs alternatifs, et vers les entreprises électro-intensives. Ainsi, à l'heure où la Commission européenne incite les États-membres à taxer les superprofits des grandes entreprises du secteur de l'énergie, le Gouvernement a décidé, au contraire, d'obliger EDF à verser de fait des subventions à des opérateurs qui font d'importants bénéfices avec la flambée des prix de l'énergie. Cette décision est d'autant plus problématique qu'elle semble bien avoir été prise en méconnaissance du droit européen. En effet, la décision de la Commission du 12 juin 2012 a encadré l'ARéNH, ce dernier ayant été introduit comme condition d'autorisation des régimes d'aides des tarifs réglementés de vente d'électricité (TRVE) « jaune » et « vert », depuis supprimés. Or, la jurisprudence de la Cour de justice de l'Union européenne est constante sur ce point : un État-membre ne peut modifier unilatéralement une condition d'autorisation de régimes d'aides, sous peine de remettre en cause leur compatibilité avec le marché commun. La Commission a rappelé spécifiquement ce point en 2019 sur le plafond de l'ARéNH fixé à 100 TWh en indiquant que la France ne pouvait l'augmenter sans obtenir préalablement son autorisation. Le ministre a lui-même confirmé à l'Assemblée nationale avoir obtenu l'accord formel de la Commission européenne dans le cadre d'une réponse à une députée en février 2022. Toutefois, aucune réponse de la Commission européenne n'a encore été publiée au Journal officiel de l'Union européenne. De plus, la Commission européenne elle-même a confirmé à un député européen qu'elle avait été simplement informée et non avoir officiellement reçue une notification de la part du Gouvernement, seule procédure pouvant amener à la décision d'autorisation requise. Il lui demande donc si le Gouvernement a obtenu l'autorisation formelle de la Commission européenne pour augmenter le plafond d'ARéNH au-delà du volume global maximal 100 TWh autorisé dans le cadre de la décision du 12 juin 2012. Il lui rappelle qu'en cas de défaut d'autorisation, la Commission pourrait enjoindre la France de récupérer ces milliards de subventions publiques, auprès des fournisseurs en ayant bénéficié indûment et des entreprises électro-intensives.	11.08.2022
M. Jean-Michel Baylet.Ma question s'adresse à M. le ministre chargé des affaires européennes et concerne l'absence de plus en plus flagrante d'unité, de solidarité et de volonté politique de l'Union européenne. Les exemples pris dans l'actualité ne manquent pas, et je n'en citerai que trois. Notre voisin allemand décide d'arrêter ses centrales nucléaires sans même consulter ses partenaires européens. Or une telle décision est lourde de conséquences sur la politique énergétique de l'Union européenne et sur l'approvisionnement énergétique de chacun de ses membres. Faut-il rappeler que la construction européenne a commencé avec une politique énergétique commune, à savoir la Communauté européenne du charbon et de l'acier ? Désormais, nous tournons le dos à cette volonté. Autre sujet : la Syrie, et toujours la même impuissance pour affirmer une volonté politique forte. L'Europe adopte certes des sanctions, mais elles sont timides et a minima, Paris, Londres et Berlin ne parvenant pas à convaincre leurs partenaires de la nécessité d'inclure le numéro un syrien, tristement célèbre par les temps qui courent, sur la liste des personnalités concernées par le gel des avoirs et les interdictions de visa d'entrée dans l'Union européenne. Sur un tel sujet touchant aux valeurs fondatrices de l'Europe, à savoir le respect des droits de l'homme, il n'est pas acceptable que l'on fasse preuve d'autant de frilosité et d'un tel manque de volontarisme. Quand l'Europe parlera-t-elle enfin d'une seule et même voix, d'une voix ferme et sans ambiguïté, face aux despotes et aux tyrans ? Troisième exemple, très différent : la suppression, par le Royaume-Uni, des crédits pour le remorqueur géant chargé de la sécurité maritime en Manche. À partir du 30 septembre, cette zone à très haut risque va perdre son remorqueur de haute mer, prêt à intervenir vingt-quatre heures sur vingt-quatre pour secourir les bateaux en difficulté. Jusqu'alors, ce navire était affrété conjointement par le Royaume-Uni et la France. Or notre voisin a décidé de mettre un terme à sa participation, nous plaçant ainsi devant le fait accompli. Cette décision est inacceptable. Plus de 200 millions de tonnes de matières dangereuses transitent chaque année par ce détroit et, surtout, un quart de nos capacités nucléaires se situent sur ce littoral. Chacun sait que les centrales de Flamanville et de Gravelines sont refroidies à l'eau de mer ; qu'arriverait-il si des nappes de pétrole venaient à dériver ? Monsieur le ministre, comment la France entend-elle faire face, sachant – tous les spécialistes en conviennent – que nous sommes beaucoup plus exposés que les Britanniques ? Monsieur le ministre, l'Europe est en panne, l'Europe est en crise ; ses États membres se replient sur eux-mêmes, et le principe, pourtant fondateur, de solidarité se trouve remis en cause de toutes parts. Dans ce contexte, quelle initiative la France propose-t-elle pour donner force et unité à une Europe qui a tant besoin de coordination et de solidarité ? Devant un tel enjeu, monsieur le ministre, ne croyez-vous pas que vous auriez mieux à faire que de montrer du doigt et de stigmatiser les Français les plus fragiles, je veux parler, bien sûr, des allocataires du revenu de solidarité active ?(Très bien ! et applaudissements sur les travées du groupe CRC-SPG et du groupe socialiste.)	13. Mai 11
M. Jean-Marie Bockel.En mai, puis le 13 juin dernier, des attaques ont eu lieu dans le détroit d'Ormuz, en mer d'Oman, symbolisant la montée des périls dans la région du Golfe depuis plusieurs mois. Nous avons tous à l'esprit les images de navires en flammes diffusées sur nos écrans. Sur fond de remise en cause du traité sur le nucléaire, les tensions s'exacerbent entre Washington et Téhéran, mais aussi entre leurs alliés respectifs. Déjà, on parle de risque de guerre. Les hostilités peuvent se déclencher à la moindre étincelle, presque par accident.trait L'attitude de la France est scrutée, du fait de sa capacité à parler avec tous les acteurs de la région et de son statut de membre permanent du Conseil de sécurité de l'ONU. Quelles nouvelles initiatives peut-elle prendre pour éviter le déclenchement d'un conflit dont les conséquences seraient tragiques ? J'ajoute que notre implication dans les enjeux du Golfe ne saurait se limiter à notre seul engagement diplomatique. Ainsi, la France a conclu, avec raison, des accords stratégiques avec plusieurs pays de la région, dont l'Arabie saoudite. De facto, ces accords, notamment ceux qui portent sur les ventes d'armes, nous inscrivent dans le conflit au Yémen : une « sale guerre », comme le dit M. Le Drian. Nécessaires à la survie de notre industrie de défense, nos ventes d'armes respectent, selon vos dires, le traité sur le commerce des armes, notamment ses articles 6 et 7. J'ai à l'esprit la vigilance de plusieurs ministres sur les livraisons d'armes. Elles n'en font pas moins débat. À l'heure où se tient le salon du Bourget, qui fait notre fierté, y compris en matière d'armement, quelle est notre action en faveur du cessez-le-feu et de la sortie de ce conflit effroyable ?(Applaudissements sur les travées du groupe Union Centriste et sur des travées du groupe Les Républicains.)	21.06.2019
M. le président.La parole est à Mme Sophie Primas, pour le groupe Les Républicains.(Applaudissements sur les travées du groupe Les Républicains.) Mme Sophie Primas.Monsieur le Premier ministre, la transition énergétique ne se fera pas sans EDF. Enfin, nous l'espérons – après ce que nous venons d'entendre, nous commençons effectivement à douter… Il ne se passe pas un mois sans que votre gouvernement prenne des décisions fragilisant EDF. Le relèvement du plafond de l'Arenh – nous en avons parlé plusieurs fois – va grever le chiffre d'affaires du groupe de plus de 8 milliards d'euros. Son P-DG, relayé par les organisations syndicales, parle d'un « véritable choc ». Le rachat à un prix bien trop élevé de l'ancienne filiale d'Alstom, Arabelle, que vous aviez vendue à General Electric, a été imposé par le Président de la République à EDF. Votre stratégie nucléaire est inconstante : dans le mandat précédent, le conseiller Emmanuel Macron poussait à la fermeture des réacteurs, qu'il a confirmée, comme Président de la République, avec la fermeture de la centrale de Fessenheim ; voilà trois mois, il annonce miraculeusement la construction d'EPR. Ce n'était pourtant pas la Pentecôte !(Applaudissements sur les travées du groupe Les Républicains.) Mais plus encore, c'est sur l'intégrité même du groupe EDF qu'il y a le plus d'inconnues, puisque nous ne savons toujours pas ce que vous voulez faire de notre opérateur national – et je ne parle pas des incertitudes sur les barrages. Ma question est simple, monsieur le Premier ministre, au-delà des belles paroles que nous venons d'entendre, avez-vous décidé de sacrifier EDF ?(Applaudissements sur les travées du groupe Les Républicains. – M. Olivier Cigolotti applaudit également.)	20.01.2022
M. le président.La parole est à M. Jean-François Longeot, pour le groupe Union Centriste.(Applaudissements sur les travées du groupe UC.) M. Jean-François Longeot.Ma question s'adresse à M. le ministre du travail, du plein emploi et de l'insertion. La 27e conférence des parties à la convention-cadre des Nations unies sur les changements climatiques, ou COP27, s'est ouverte dimanche dernier à Charm el-Cheikh. Il s'agit d'un rendez-vous déterminant pour l'avenir de la planète. Nous ne pouvons que saluer les engagements pris par l'Europe et la France pour parvenir à la neutralité carbone en 2050. Atteindre cet objectif demandera des compétences. C'est précisément l'objet de ma question : les ressources humaines nécessaires à la transition. Si nous ne prenons pas assez au sérieux l'enjeu de la formation, la transition écologique pourrait demain se heurter à une pénurie de savoir-faire dans notre pays. En ce moment même, des soudeurs américains réparent les défauts de corrosion sous contrainte de notre parc nucléaire, car nous n'avons pas assez de ressources humaines pour y parvenir seuls dans les délais resserrés actuels. Parmi les problématiques les plus parlantes au sujet de la pénurie de compétences, on sait que le secteur des transports est l'un des gros émetteurs de gaz à effet de serre. Le ferroviaire aura un rôle clé dans le verdissement de ce secteur. Or une étude prospective menée par l'Observatoire de la métallurgie a récemment démontré que, d'ici à 2030, le besoin en ingénieurs ferroviaires serait de près de 14 000 ingénieurs, nécessitant plus de 7 900 nouveaux recrutements en tenant compte des départs à la retraite. Cela signifie que devraient sortir des formations supérieures spécialisées dans le ferroviaire environ 790 ingénieurs par an, alors qu'il n'en sort aujourd'hui que 250. La question est en l'occurrence quantitative, mais elle est aussi qualitative. Il faut former à la décarbonation. C'est particulièrement vrai dans le domaine des énergies renouvelables, du nucléaire ou encore de l'agriculture. Tel était d'ailleurs le message de l'appel des étudiants de l'AgroParisTech, déplorant ne pas être formés à l'agroécologie. Monsieur le ministre, à l'heure de la COP27, notre système de formation initiale et continue a-t-il bien pris en compte l'enjeu de la transition environnementale ? Si oui, comment ?(Applaudissements sur les travées du groupe UC.)	10.11.2022
M. François Grosdidier.Ma question s'adresse à Mme la ministre de l'écologie, du développement durable, des transports et du logement. Le dérèglement climatique s'amplifie. La planète s'est globalement réchauffée d'un degré au cours du XXe siècle, en raison d'activités humaines. Ce phénomène va au moins cinq fois plus vite aujourd'hui. Le niveau des mers monte, le désert progresse, la banquise fond, les ouragans et les inondations se multiplient et s'amplifient, tandis que la biodiversité se réduit. Surtout, les impacts sur l'homme sont de plus en plus dramatiques. Malgré l'ultimatum posé en novembre par l'Agence internationale de l'énergie, plus personne, à par vous, madame la ministre, et quelques-uns d'entre nous, n'en parle vraiment. La crise financière, avec ses enjeux tangibles à court terme, a relégué cette question au second plan. Même les Verts ne se focalisent plus que sur le nucléaire, depuis Fukushima. (Rires sur les travées du groupe socialiste-EELV.) Pourtant, un recul du nucléaire accroîtrait immanquablement les émissions de gaz à effet de serre et, partant, le réchauffement climatique.(Bravo ! et applaudissements sur quelques travées de l'UMP.) M. Jean-Vincent Placé.C'est la gloire pour Europe Écologie-Les Verts ! Nous n'avons même plus à poser de questions !(Rires) M. François Grosdidier.Au 31 décembre 2011, prendront fin les engagements, pourtant insuffisants, souscrits depuis Kyoto, malheureusement par trop peu de pays puisque les plus pollueurs n'y avaient pas souscrit. Vous étiez, madame la ministre, la semaine dernière à Durban avec nos excellents collègues Marie-Hélène Des Esgaulx et Jean-Claude Lenoir, afin d'assister à la Conférence des Nations Unies sur le changement climatique, réunie pour donner une suite à Kyoto. Vous y avez porté la voix de la France, une nation crédible en matière de lutte contre le réchauffement climatique, moins émettrice de CO2 que les nations comparables, et qui, avec le Grenelle de l'environnement, voulu par Nicolas Sarkozy et mis en œuvre par vos soins, s'est dotée d'une vraie stratégie nationale, aux résultats concrets.(Exclamations amusées sur les travées du groupe socialiste-EELV et du groupe CRC.) À l'échelon international, vous vous heurtez non seulement à la mauvaise foi des pays les plus pollueurs, tels que les États-Unis, la Chine, la Russie ou l'Inde, mais également à l'incompréhension, bien légitime, de l'Afrique et des pays pauvres, qui polluent si peu et dont le développement se verrait entravé par des contraintes nouvelles. Deux jours n'ont pas suffi et la conférence risquait le fiasco. En trois jours et autant de nuits blanches, vous avez finalement arraché un accord,… M. Jean-Vincent Placé.Arraché, c'est bien le mot ! M. François Grosdidier.… qui, hélas, ne fixe pas des objectifs contraignants pour éviter un réchauffement climatique de plus de deux degrés à l'horizon 2050.(Nouvelles exclamations sur les travées du groupe socialiste-EELV et du groupe CRC.) Cet accord a le mérite d'exister, avec des résultats concrets, comme le « Fonds vert mondial ». M. Alain Néri.La question ! M. François Grosdidier.Madame la ministre, pouvez-vous nous rendre compte de ces négociations et de cet accord, nous expliquer quelles ont été les contributions de la France et de l'Europe ? Pouvez-vous nous dire quelles sont les avancées et, surtout, quelle est désormais notre feuille de route ?(Très bien ! et applaudissements sur les travées de l'UMP.)	16.12.2011
M. Jean-Pierre Bosino.Les mesures annoncées le 22 avril dernier par l'État et EDF suscitent de nombreuses inquiétudes. Comment l'État pourra-t-il assumer une recapitalisation de 3 milliards d'euros ? En privatisant de nouveaux aéroports ! Comment l'entreprise dégage-t-elle de nouvelles marges ? En privatisant Réseau de transport d'électricité ! Nous sommes bien dans une logique de privatisation globale d'un bien de la Nation, alors que le souci de rendement à court terme des investisseurs privés n'est pas compatible avec les enjeux d'approvisionnement et de sécurité énergétiques. Autre source de préoccupation, la direction a annoncé un plan d'économies d'un milliard d'euros. Les salariés, que nous avons rencontrés, sont très inquiets des conséquences sociales de ce plan. La sécurité, notamment le grand carénage, et la transition énergétique appellent pourtant des investissements massifs. La seule stratégie du président-directeur général d'EDF est financière et commerciale, et elle est plutôt hasardeuse puisqu'il était prêt à engager l'entreprise dans un projet de 23 milliards d'euros, alors que tous les indicateurs sont au rouge. La seule réponse des gouvernements qui se sont succédé est également financière puisqu'elle se résume à la question des dividendes. L'ensemble de la filière énergétique, d'EDF à Areva, a besoin d'une autre stratégie industrielle, de long terme, qui préserve les savoir-faire et le développement de la recherche pour l'ensemble des énergies, tout en préparant l'avenir et la transition énergétique. Les syndicats et nos concitoyens le disent, la priorité d'EDF est d'assurer le service public en fournissant une électricité de qualité et compétitive au bénéfice des usagers et de l'économie française, conformément à la mission définie par ses créateurs voilà soixante-dix ans. Quelles mesures le Gouvernement, actionnaire d'EDF à hauteur de 85 %, compte-t-il mettre en œuvre pour garantir ce service public ? Va-t-il enfin renoncer aux privatisations, incompatibles avec le service public ?(Applaudissements sur les travées du groupe CRC.) M. le président.La parole est à M. le ministre de l'économie.(Bravo ! et exclamations amusées sur les travées du groupe Les Républicains.)	29.04.2016
M. Gérard Longuet attire l'attention de Mme la ministre de la transition écologique sur le projet de création d'un stockage réversible profond de déchets radioactifs qui engage et impacte durablement les départements de la Haute-Marne et de la Meuse. Au moment où la ministre de la transition écologique a souhaité mettre en ligne le dossier de déclaration d'utilité publique (DUP), il est indispensable de continuer de travailler avec les élus locaux qui participent à ce projet. C'est à cet effet, en 2004, qu'avait été mis en place le comité de haut niveau. Dans la mandature actuelle, il a été réuni tous les six mois. Un prochain comité marquerait une vraie volonté de faire avancer ce dossier. Si l'ensemble des observations et débats ne manquera pas de mettre en avant les inconvénients de cette création, il convient de présenter également les avantages de ce stockage. Qu'ils soient scientifiques, humains ou financiers, ils doivent être précisés et énumérés. Il lui demande quand le comité de haut niveau sera de nouveau réuni. Et, estimant que les avantages de Cigéo doivent être développés, il lui demande quand les éléments chiffrés seront portés à la connaissance des élus locaux.	12.11.2020
M. le président.La parole est à Mme Valérie Létard, pour le groupe Union Centriste.(Applaudissements sur les travées du groupe UC.) Mme Valérie Létard.Ma question s'adresse à M. le ministre de l'économie, des finances et de la relance. Monsieur le ministre, jeudi soir dernier, votre ministère s'est félicité d'être parvenu à un accord avec Saarstahl, le propriétaire allemand de l'aciérie Ascoval de Saint-Saulve, lequel a renoncé à la délocalisation de près de 40 % de l'activité du site français en Allemagne. C'est un soulagement pour les 300 employés du site, mais ne nous leurrons pas : les raisons qui ont amené le groupe allemand à envisager la délocalisation n'en ont pour autant pas disparu. En effet, le site valenciennois d'Ascoval est, comme tant d'autres, étranglé par la hausse brutale des prix de l'électricité, multipliés par trois depuis le début de l'année. Ayant choisi l'électrification plutôt que les hauts-fourneaux, ayant fait l'effort d'investir dans l'industrie verte, il en paye le prix ! Monsieur le ministre, comment expliquer à nos industriels qui jouent le jeu et s'engagent dans la décarbonation que cela se fait au détriment de leur compétitivité ? Comment justifier une telle schizophrénie de la réglementation européenne, alors même que notre mix énergétique national est parmi les plus décarbonés d'Europe ? Nous n'en récoltons pas les fruits. Au contraire, nos entreprises en sont punies ! Votre réponse, exclusivement budgétaire, me semble timide, ponctuelle et sans stratégie de long terme. Ascoval, comme bien d'autres entreprises, attend plus ! Permettez-moi, monsieur le ministre, de vous interroger. À l'approche de la présidence française de l'Union européenne, quelles sont les convictions que vous comptez défendre pour protéger notre souveraineté industrielle ? Enfin, quel est votre plan pour inscrire ce sujet à l'agenda et faire bouger concrètement et rapidement les choses ? À défaut, combien de délocalisations énergétiques d'ici à 2025 devrons-nous supporter ?(Applaudissements sur les travées du groupe UC.)	25.11.2021
M. le président.La parole est à M. Franck Montaugé, pour le groupe Socialiste, Écologiste et Républicain.(Applaudissements sur les travées du groupe SER. – Mme Marie-Claude Varaillas et M. Pierre Ouzoulias applaudissent également.) M. Franck Montaugé.Monsieur le président, mes chers collègues, madame la Première ministre, jeudi dernier, l'Assemblée nationale s'est prononcée, par 205 voix pour et 1 contre, en faveur de la proposition de loi du groupe socialiste visant à la nationalisation du groupe EDF. Elle s'est également prononcée en faveur de l'incessibilité du capital d'EDF détenu par l'État. Par conséquent, EDF ne pourrait plus être démantelée ou être livrée au marché à la découpe. En outre, parce que les filets de sécurité que vous avez mis en place, madame la Première ministre, sont très insuffisants pour sauver les entreprises, notamment les entreprises artisanales comme les boulangeries, le texte leur permettrait à toutes d'accéder aux tarifs régulés. Courageusement, les députés de la majorité gouvernementale ont quitté l'hémicycle au moment du vote sur ce texte, ce qui en dit long sur leur respect de la démocratie parlementaire… Plus profondément encore, madame la Première ministre, cette attitude est le reflet de l'impensé politique du Gouvernement s'agissant de son projet industriel pour EDF comme de ses objectifs concrets de réforme du marché de l'électricité dans l'intérêt général des Français et de toutes nos entreprises. Madame la Première ministre, si ce texte, à présent déposé sur le bureau du Sénat, ne vous convient pas, quelles sont vos propositions de substitution pour EDF ? Comment entendez-vous répondre immédiatement aux difficultés de nombreuses d'entreprises dont l'existence est en jeu et dont les dirigeants, avec leurs salariés, se trouvent dans un grand désarroi ?(Applaudissements sur les travées du groupe SER. – Mme Marie-Claude Varaillas applaudit également.)	16.02.2023
M. Jean Louis Masson attire l'attention de M. le ministre d'État, ministre de l'écologie, du développement et de l'aménagement durables sur le fait qu'à la suite des élections législatives, toutes les questions écrites qui avaient été posées sous la précédente législature et qui n'avaient pas encore obtenu de réponse ont été déclarées caduques. Il lui pose donc à nouveau la question qui avait été adressée à son prédécesseur le 7 juin 2007 et à laquelle celui-ci n'avait pas répondu. Plus précisément, il attire son attention sur le fait que par question écrite n° 26360, il a évoqué l'intervention du Conseil Supérieur de l'Audiovisuel dans le cas où un parc éolien perturbe la réception des chaînes de télévision. La réponse ministérielle confirme que le CSA a effectivement mission d'intervenir dans ce type de situation. Par contre, selon la réponse, le CSA n'intervient pas pour ce qui est des nuisances perturbant la réception des chaînes de télévision frontalières. De plus, il est précisé que les pouvoirs publics « ne peuvent exiger l'arrêt du parc éolien au motif de la non-réception du décrochage local de France 3 ». Or, sauf erreur, les décrochages locaux ou régionaux de France 3 relèvent du service public de l'audiovisuel. A la lecture de la réponse ministérielle, on a pourtant l'impression que ces décrochages seraient soumis à un traitement différentiel. Dans un état de droit, une telle situation ne peut relever que d'une disposition législative ou réglementaire explicite et non pas des états d'âme de tel ou tel fonctionnaire ou de telle ou telle personne agissant au nom de l'État. Il souhaiterait donc qu'il lui indique en vertu de quel texte les décrochages locaux ou régionaux de France 3 seraient exclus des garanties que le CSA doit apporter quant à la qualité de la réception du service public de l'audiovisuel. Par ailleurs, si une solution technique n'était pas possible, il souhaiterait qu'il lui indique soit pour quelle raison ce ne serait pas au gestionnaire du parc éolien, créateur de la nuisance, d'assumer ses responsabilités en arrêtant le fonctionnement des éoliennes, soit en vertu de quel principe la population locale devrait subir arbitrairement un préjudice. Compte tenu du principe général du droit selon lequel c'est l'auteur de la nuisance qui doit remédier à celle-ci ou la faire disparaître d'une manière ou d'une autre et non pas aux victimes des nuisances qui n'ont rien demandé à personne d'en subir les conséquences, il lui demande comment juridiquement, on peut justifier l'indication selon laquelle les pouvoirs publics « ne peuvent exiger l'arrêt du parc éolien au motif de la non-réception du décrochage local de France 3 ».	06.09.2007
M. Jean Louis Masson attire l'attention de M. le ministre de l'économie, des finances et de l'industrie sur le fait que la réglementation prévoit que la création d'une éolienne ne doit entraîner aucune nuisance pour les riverains. Or, il arrive que lorsque les éoliennes sont en rotation, les émissions de télévision soient perturbées. C'est ce qui se passe avec les éoliennes installées sur le territoire de Momerstroff, lesquelles privent les habitants de Narbéfontaine des émissions régionales de France 3 et de la chaîne luxembourgeoise RTL 9. Suite aux protestations de la municipalité, l'autorité préfectorale a organisé des réunions avec la société Eolec qui est propriétaire des éoliennes, mais le seul résultat concret est qu'il convient d'attendre le déploiement de la télévision numérique terrestre. Pour le reste, l'administration, qui pourtant a accordé le permis de construire, se borne à indiquer « l'autorisation de construire accordée par l'arrêté préfectoral du 13 avril 2004 à la Société Eolec a été délivrée sous réserve des droits des tiers ; les intéressés disposent, par conséquent, de la faculté de saisir la juridiction civile compétente en vue de la cessation du trouble et, le cas échéant, de la réparation du préjudice subi ». Il souhaiterait qu'il lui indique s'il ne pense pas que les services de l'État devraient assumer leurs responsabilités et ne pas se borner à inciter les victimes d'un préjudice à engager elles-mêmes une procédure devant la juridiction civile compétente.	22.02.2007
