filtered_text;date
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Zur Rolle der Bundesregierung bei der vorübergehenden Abschaltung deutscher Alt-Atomkraftwerke im Jahr 2011 Durch die gerichtliche Feststellung, dass das Moratorium für das Atomkraft- werk (AKW) Biblis im Jahr 2011 rechtswidrig war (VGH Kassel, 6 C 825/ 11.T), einen damit zusammenhängenden Untersuchungsausschuss des Hes- sischen Landtags und jüngst insbesondere die Recherchen des ARD-Magazins „Monitor“, kommen zunehmend Fragen auch zum damaligen Agieren der Bun- desregierung bei der vorübergehenden Abschaltung mehrerer alter AKW im Jahr 2011 auf (vergleiche hierzu insbesondere die Monitor-Beiträge „Atom- skandal: Wie die Politik den Atomkonzernen den Weg zu Millionenklagen ge- ebnet hat“ vom 5. Bei welchen der in Frage 1 genannten Kontakte wurde geäußert, dass es aufgrund des Moratoriums zu Schadensersatzzahlungen des Staates an die Betreiber von Atomkraftwerken kommen wird oder kommen könnte, und wer äußerte sich? Bei welchen der zu Frage 11 genannten Kontakten wurde geäußert, dass es aufgrund des Moratoriums zu Schadensersatzzahlungen des Staates an die Betreiber von Atomkraftwerken kommen wird oder kommen könnte, und wer äußerte sich?;25.02.2015
37 Zdebel, Hubertus (DIE LINKE.) Begründung der Entscheidungen zur einst- weiligen Betriebsstilllegung von Atom- kraftwerken und inhaltliche Differenzen zwischen dem Fachreferat „Bundesauf- sicht bei Atomkraftwerken“ und der Be- hördenleitung des damaligen Bundesmi- nisteriums für Umwelt, Naturschutz und Reaktorsicherheit . Februar 2015) auf „rechtliche und finanzielle Risiken“ hinsichtlich der Begrün- dung für die einstweilige Betriebseinstellung und auf das Drängen, dass konkretere Gefah- ren und Risiken stärker einbezogen werden müssten, reagiert, und welche Mängel hat das Fachreferat Bundesaufsicht bei Atomkraftwer- ken (RS I 3) an der Begründung zur einstweili- gen Betriebseinstellung der von RWE betriebe- nen Atomkraftwerke (AKW) Biblis A und B vorgetragen (bitte einzeln auflisten)?;27.02.2015
Aktiv gegen Subventionen für den Neubau von Atomkraftwerken in der EU Der Bundestag wolle beschließen: I. Oktober 2014 zur Genehmigung der Subventionierung des Neubaus eines Atomkraftwerks (AKW) der Electri- cité de France (EdF) im englischen Hinkley Point (Block C) aufgehoben wird, 2. Die Entscheidung der EU-Kommission ist eine Grundsatzentscheidung, die dazu führen kann, dass auch Re- gierungen anderer EU-Staaten Anträge zur Genehmigung der Subventionierung von Atomkraftwerken stellen werden. Mit dieser Entscheidung werden die geplanten Atomkraftwerke in Frankreich, Polen, der Tschechi- schen Republik, der Slowakischen Republik, Ungarn und Bulgarien finanziell besser durchsetzbar gemacht. Die britische Regierung sieht vor, der EDF-Betreibergesellschaft Bürgschaften in Höhe von über 21 Milliarden Euro für den Bau des Atomkraftwerks zuzusichern.;04.03.2015
Wahlperiode Drucksache 18/4246 – II – Verzeichnis der Fragen nach Geschäftsbereichen der Bundesregierung Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Vorlage des Vermerks zum Alt-Atomkraft- werke-Moratorium vom Jahr 2011 in der Hausleitung des Bundeskanzleramtes . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Wem in der Hausleitung des Bundeskanzler- amtes, insbesondere welchen Kabinettmitglie- dern, lag der Vermerk zum Alt-Atomkraftwer- ke-Moratorium vom Jahr 2011 „Einstweilige Stilllegung nach § 19 Abs.;06.03.2015
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Matthias Gastel, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/3953 – Auswirkungen der Umstrukturierung des deutschen Vattenfall-Konzerns auf die Entsorgungsverpflichtungen seiner Atomkraftwerke-Betreibergesellschaften Vorbe me rkung de r Fr ag e ste lle r In Deutschland sind die Betreiber von Atomkraftwerken (AKW) verpflichtet, für den AKW-Rückbau und die Entsorgung ihrer radioaktiven Abfälle Rück- stellungen zu bilden. Nach einem Bericht des Nachrichtenmagazins „DER SPIEGEL“ und weiterer Me- dien entstanden Überlegungen der Energiekonzerne RWE AG, E.ON Energie Deutschland GmbH und EnBW Energie Baden-Württemberg AG, ihre noch laufenden und abgeschalteten Atomkraftwerke nebst Atommüll und Rückstel- lungen komplett in eine Art staatliche „AKW-Bad-Bank“ bzw. Vor dem Hintergrund dieser Umstrukturierung stellen sich zu den aus Sicht der Fragesteller nicht auszuschließenden damit verbunde- nen Auswirkungen auf die Entsorgungsverpflichtungen der Atomkraftwerke- Betreibergesellschaften des Vattenfall-Konzerns erhebliche Fragen. Welche sonstigen Veränderungen hinsichtlich der nuklearen Entsorgungs- rückstellungen für die Atomkraftwerke Krümmel und Brunsbüttel erwartet die Bundesregierung aufgrund der geplanten Umstrukturierung?;10.03.2015
– Drucksache 18/4077 – Stilllegung und Rückbau des Atomkraftwerks Isar 1/Ohu und Umgang mit hochradioaktiven Brennelementen Vorbe me rkung de r Fr ag e ste lle r Nach der Katastrophe von Fukushima ist das Atomkraftwerk (AKW) Isar 1/ Ohu vom Typ Siedewasserreaktor per Atomgesetz abgeschaltet worden. Inzwi- schen ist der Rückbau des Atomkraftwerks geplant. Wenn ja, aus welchen Gründen wird nach Kenntnis der Bundesregierung dieses Lager erforderlich, und wie lange müssten diese leicht- und mittel- radioaktiven Abfälle nach derzeitiger Kenntnis auf dem Gelände des Atomkraftwerks bis zu ihrem Abtransport zwischengelagert werden?;12.03.2015
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Hat die Bundesregierung im Jahr 2015 und im Jahr 2014 im Zuge von Gesprächen mit den vier gro- ßen Energieversorgungsunternehmen, die vorran- gig nichtnukleare oder zumindest nichtnuklearspe- zifische energiepolitische Fragen wie Versorgungs- sicherheit, Netzstabilität oder Kapazitätsmechanis- men betreffen, auch über den weiteren Umgang mit deren Rückstellungen für Rückbau und Entsorgung von Atomkraftwerken und Atommüll gesprochen, und falls ja, wann genau (bitte vollständige Auflis- tung mit jeweiligem Datum)?;13.03.2015
"8 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Abnahmeplanung des vom Bundesminis- terium für Wirtschaft und Energie beauf- tragten und seit Dezember 2014 vorliegen- den Gutachtens zu den nuklearen Rück- bau- und Entsorgungsrückstellungen der Atomkraftwerke betreibenden Energie- konzerne . 9 Verfahren für die Gespräche mit den Atomkraftwerke betreibenden Energie- versorgungsunternehmen bezüglich der Rückstellungen für den AKW-Rückbau und die Atommüllentsorgung . März 2011 an die Länder bezüglich der Anordnung des Moratoriums für Alt-Atomkraftwerke . Dezember 2014 vorliegende Gut- achten zu den nuklearen Rückbau- und Entsor- gungsrückstellungen der Atomkraftwerke (AKW) betreibenden Energiekonzerne (bitte mit zeitlich quantifizierter Angabe aller hierfür intern vorgesehenen Schritte, Etappen, Mei- lensteine etc., insbesondere geplanter Endab- nahme; vgl. März 2011 an die Länder, mit welchem diese zur Anordnung des Morato- riums für die Alt-Atomkraftwerke aufgefordert wurden, mitgezeichnet, und wie ist der Wort- laut dieser Entwürfe oder Vorarbeiten (zum Moratorium, zur Erstellung des genannten Schreibens und zum Zustandekommen des Schreibens im BMU siehe auch die Kleine Anfrage der Fraktion BÜNDNIS 90/DIE GRÜNEN auf Bundestagsdrucksache 18/ 4136)?";13.03.2015
Valerie Wilms und der Fraktion BÜNDNIS 90/DIE GRÜNEN Subventionen für britisches Atomkraftwerk Hinkley Point C stoppen und rechtliche Schritte einlegen Der Deutsche Bundestag wolle beschließen: I. Die milliardenschwere Subventionierung von Atomkraftwerken in Europa ange- sichts der unbeherrschbaren Risiken sowie der ungeklärten Frage der Atommüll- Endlagerung ist unverantwortlich. Der jahrzehntelange garantierte Strompreis aus Atomkraftwerken führt zu einer Wettbewerbsverzerrung auf dem europäischen Strombinnenmarkt. Die Entscheidung der Kommission bestätigt jedoch kein Marktver- sagen, sondern die Unwirtschaftlichkeit von Atomenergie: Auch nach 60 Jahren kommerzieller Nutzung ist Atomkraft nicht ohne staatliche Hilfe zu finanzieren. gegen die Entscheidung der EU-Kommission vom 8.10.2014 zur Beihilfe für das geplante Atomkraftwerk Hinkley Point C in Großbritannien fristgerecht eine Nichtigkeitsklage beim Gerichtshof der Europäischen Union gemäß Art. Schließlich ist die Kommission der Auffassung, dass die Maßnahme geeignet ist, den Wettbewerb erheblich zu verfälschen und den Handel zwischen Mitgliedstaaten erheblich zu beeinträchtigen.”* Die britische Regierung begründet den Bau des Atomkraftwerks auch mit Klimaschutzgründen und dem ge- meinsamen EU-Ziel der Dekarbonisation. Nicht ohne Grund wurde Atomkraft auch bei der Aktualisierung der Energie- und Umwelt-Beihilfeleitlinien der EU 2014 ausgeschlossen.;17.03.2015
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Positionen wurden in den in der Antwort der Bundesregierung auf meine Mündliche Fra- ge 22, Plenarprotokoll 18/93, Seite 8839, genannten Gesprächen der Bundesregierung mit Vertretern der Atomkraftwerke (AKW) betreibenden Energiever- sorgungsunternehmen (EVU) hinsichtlich des weite- ren Umgangs mit deren Rückstellungen für den AKW-Rückbau und die Atommüllentsorgung je- weils auf beiden Seiten vertreten (ggf.;20.03.2015
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Matthias Gastel, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/4136 – Zur Rolle der Bundesregierung bei der vorübergehenden Abschaltung deutscher Alt-Atomkraftwerke im Jahr 2011 Vorbe me rkung de r Fr ag e ste lle r Durch die gerichtliche Feststellung, dass das Moratorium für das Atomkraft- werk (AKW) Biblis im Jahr 2011 rechtswidrig war (VGH Kassel, 6 C 825/ 11.T), einen damit zusammenhängenden Untersuchungsausschuss des Hes- sischen Landtags und jüngst insbesondere die Recherchen des ARD-Magazins „Monitor“, kommen zunehmend Fragen auch zum damaligen Agieren der Bundesregierung bei der vorübergehenden Abschaltung mehrerer alter AKW im Jahr 2011 auf (vergleiche hierzu insbesondere die Monitor-Beiträge „Atom- skandal: Wie die Politik den Atomkonzernen den Weg zu Millionenklagen ge- ebnet hat“ vom 5. Bei welchen der in Frage 1 genannten Kontakte wurde geäußert, dass es aufgrund des Moratoriums zu Schadensersatzzahlungen des Staates an die Betreiber von Atomkraftwerken kommen wird oder kommen könnte, und wer äußerte sich? Bei welchen der zu Frage 11 genannten Kontakten wurde geäußert, dass es aufgrund des Moratoriums zu Schadensersatzzahlungen des Staates an die Betreiber von Atomkraftwerken kommen wird oder kommen könnte, und wer äußerte sich?;23.03.2015
"Stattdessen erleben wir einen Wanderprediger, der Fracking, Atomkraft und Kohle for- dert, aber nichts für die deutsche Energiewende. – Ihre Mieterinnen und Mieter und die anderen Bewohner Ihres Wahlkreises in Berlin-Mitte zahlen viel Geld für die Folgen der Atomkraft. Dort wird in neue Atomkraftwerke in- vestiert. Wenn wir über die Energiewende reden – ich sage, das ist der Unterschied zu der Situation von vor 15 Jahren –, dann reden wir zum einen über den Ausstieg aus der Atomkraft – den stellt niemand mehr in Frage; das ist ein großer Erfolg – und zum zweiten über sehr ehrgeizige Klimaschutzziele.";27.06.2014
Darüber hinaus ist die aktuelle Sicherheitslage der Atomkraftwerke in der Ukraine wegen der anhaltenden Kämpfe in der Region weiterhin unsicher und gibt Grund zur Beunruhigung. Zahlreiche Expertinnen und Experten haben mehrfach ihre Sorgen um die Sicherheit der Atomkraftwerke zum Ausdruck gebracht. Vor allem das Atomkraftwerk Saporischschja, mit insgesamt sechs Reaktorblöcken das leistungsstärkste Atomkraftwerk (AKW) Europas, ist besonders gefährdet. Führt die Bundesregierung eigene Gespräche zur Sicherheitslage an den Atomkraftwerken, und wenn ja, mit wem und mit welchem Ergebnis? Wenn ja, sieht die Bundesregierung darin eine Gefahr, dass es gleich in meh- reren Atomkraftwerken zu Verbiegungseffekten bei den Brennelementen kommen könnte?;25.02.2015
Antwort der Bundesregierung auf meine Mündliche Frage 13, Plenarprotokoll 18/87, Anlage 11), sondern auch der des Bundesmi- nisteriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit (BMUB) und der Gesell- schaft für Anlagen- und Reaktorsicherheit mbH, die für das BMUB den Rückfluss und die Umsetzung von Weiterleitungsnachrichten (WLN) auswertet, im Atomkraftwerk Gund- remmingen bereits tatsächlich alle Nachweise zur Beherrschung des Sumpfsiebproblems, das vom BMUB laut der Antwort der Bundesregie- rung auf meine Schriftliche Frage 110 auf Bun- destagsdrucksache 18/412 im Zuge des vor- mals anhängigen Leistungserhöhungsverfah- rens aufgegriffen wurde, vorhanden, und wenn nein, bis wann sollen alle Nachweise für dieses Deutscher Bundestag – 18.;27.03.2015
Darüber hinaus ist die aktuelle Sicherheitslage der Atomkraftwerke in der Ukraine wegen der anhaltenden Kämpfe in der Region weiterhin unsicher und gibt Grund zur Beunruhigung. Zahlreiche Expertinnen und Experten haben mehrfach ihre Sorgen um die Sicherheit der Atomkraftwerke zum Ausdruck gebracht. Vor allem das Atomkraftwerk Saporischschja, mit insgesamt sechs Reaktorblöcken das leistungsstärkste Atomkraftwerk (AKW) Europas, ist be- sonders gefährdet. Führt die Bundesregierung eigene Gespräche zur Sicherheitslage an den Atomkraftwerken, und wenn ja, mit wem und mit welchem Ergebnis? Wenn ja, sieht die Bundesregierung darin eine Gefahr, dass es gleich in mehreren Atomkraftwerken zu Verbiegungseffekten bei den Brennele- menten kommen könnte?;09.04.2015
Laufzeit- enden der Deutschland umgebenden Atomkraftwer- ke Borssele, Doel, Tihange, Cattenom, Fessenheim, Beznau, Leibstadt, M�hleberg, Gçsgen, Temelin, Dukovany, Ringhals, Dungeness, Sizewell und Hin- kley Point? Abgeordnete Sylvia Kotting-Uhl (B�NDNIS 90/ DIE GR�NEN) Welche Erkenntnisse hat die Bundesregierung zum Sachverhalt der k�rzlich von AREVA und der fran- zçsischen Atomaufsicht ASN bekannt gegebenen Anomalien in Deckel und Bodenkalotte des Reak- tordruckbeh�lters beim Atomkraftwerk-Neubauvor- haben Flamanville 3 (vgl. Abgeordneter Hubertus Zdebel (DIE LINKE.) Mit welchen bisherigen Ergebnissen hat die Bundes- regierung Maßnahmen in Bezug auf Landesregie- rungen und AKW-Betreiber (AKW – Atomkraft- werk) sowie die Ablieferer in Frankreich und Eng- land ergriffen, um die f�r den R�cktransport von ra- dioaktiven Abf�llen aus der Wiederaufarbeitung er- forderlichen Standortzwischenlager zu identifizie- ren, in denen die Castorbeh�lter k�nftig auf Kosten der AKW-Betreiber zwischengelagert werden sollen, und kann die Bundesregierung ausschließen, dass das Zwischenlager der EnergieWerkeNord bei Lub- min f�r die Aufnahme eines Teils der Castorbeh�lter infrage kommt?;17.04.2015
12 Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Rücklagen und Nettorückstellungen der Atomkraftwerke betreibenden Energie- konzerne sowie der Betreibergesellschaf- ten der Atomkraftwerke Krümmel und Brunsbüttel für Stilllegung, Rückbau und Atommüllentsorgung . 15 Schmitt, Ronja (Althengstett) (CDU/CSU) Etwaige Förderung von europäischen Kohle- und Atomkraftwerken im Rahmen des Investitionsfonds . 16 Berücksichtigung bestimmter Maßnah- men für einen Plan für die Nutzung und Betreibung von Atomkraftwerken . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Wie hoch waren nach Kenntnis der Bundes- regierung im Jahr 2014 jeweils die Rücklagen und Nettorückstellungen der Atomkraftwerke (AKW) betreibenden Energiekonzerne RWE AG, E.ON SE und EnBW Energie Baden- Württemberg AG sowie der Betreibergesell- schaften der AKW Krümmel und Brunsbüt- tel für hiesige AKW-Stilllegung und AKW- Rückbau und Atommüllentsorgung sowie das Standortauswahlverfahren (bitte differenzierte Angabe nach Unternehmen und Rücklagen bzw. Abgeordnete Ronja Schmitt (Althengstett) (CDU/CSU) Ist es zutreffend, dass mehrere Kohlekraft- und Atomkraftwerke in Europa nach den Wünschen mehrerer Mitgliedstaaten von der EU im Rahmen des Investitionsfonds geför- dert werden sollen? Abgeordnete Ronja Schmitt (Althengstett) (CDU/CSU) Welche wichtigen Maßnahmen müssen aus Sicht der Bundesregierung in einem Plan für die Nutzung und Betreibung von Atomkraft- werken berücksichtigt werden, wie er von dem Vizepräsidenten für die Energiekommis- sion, Marosˇ Sˇefcˇovicˇ, angekündigt wurde (vgl.;17.04.2015
(Beifall bei der SPD und der CDU/CSU) Ich finde auch: Es ist ein bisschen grenzwertig, wenn Sie beispielsweise auf Großbritannien und dessen Rolle im Zusammenhang mit der Kohleverstromung verwei- sen und dabei verschweigen, dass in Großbritannien neue Atomkraftwerke gebaut werden. Ich bin ganz bei Ihnen, wenn Sie zum Beispiel erwähnen, dass andere europäische Länder jetzt wieder verstärkt auf Atomkraft setzen und dass man bestimmte Entwicklun- gen in Europa nicht ausblenden darf. Nur, der britische Weg, in die Atomkraft wieder einzu- steigen, ist nicht unser Weg und darf nicht unser Weg sein! (Oliver Krischer [BÜNDNIS 90/DIE GRÜ- NEN]: Da müssen Sie erst mal mit Pfeiffer re- den!) Ähnlich wie bei der Atomkraft ist es hier sehr einfach, als Opposition etwas in die Debatte zu werfen. Das hat nichts mit der Atomkraft in Großbritannien zu tun. Aber ich sage jetzt einmal: Erst die Atomkraft, jetzt die Kohle, alles auf einmal geht nicht. Ich denke, den gewaltigen Unterschied kennen wir alle: Die Atomkraft birgt weitaus höhere Risiken als die Kohlekraft, was einen möglichst schnellen Ausstieg aus der kommerziellen Atomenergienutzung rechtfertigt. (Oliver Krischer [BÜNDNIS 90/DIE GRÜ- NEN]: Ich habe von CO2-Grenzwerten gespro- chen und ausdrücklich nicht von Atomkraft!) Das gehört auch zur Wahrheit dazu. (Beifall bei der SPD sowie bei Abgeordneten der CDU/CSU – Oliver Krischer [BÜND- NIS 90/DIE GRÜNEN]: Das ist doch albern!) Es ist völlig richtig, was einige Vorredner betont ha- ben: Ein paralleler Ausstieg aus der Atomkraft und aus der Braunkohle wird nicht funktionieren können.;04.07.2014
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Kernbrennstofffreiheit und Rückbau der im Jahr 2011 endgültig abgeschalteten Atomkraftwerke und des Atomkraftwerks Grafenrheinfeld Im Zuge der 13. Atomgesetz-Novelle wurden im Jahr 2011 die acht deutschen Atomkraftwerke (AKW) Brunsbüttel, Krümmel, Unterweser, Biblis A und B, Philippsburg 1, Neckarwestheim 1 und Isar 1 endgültig abgeschaltet. Diese Kleine Anfrage will zu etwas mehr Klarheit und Belastbarkeit in der Frage der Kernbrennstofffreiheit der im Jahr 2011 endgültig abgeschalteten Atom- kraftwerke und des AKW Grafenrheinfeld beitragen und für einen aktuellen all- gemeinen Sachstand hinsichtlich des Rückbaus dieser neun Atomkraftwerke sorgen.;22.04.2015
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Fragen zur Blocktrennung bei den Atomkraftwerken Gundremmingen B und C im Lichte einer meldepflichtigen Reaktorschnellabschaltung Am 25. März 2015 ereignete sich im Atomkraftwerk (AKW) Gundremmingen C eine meldepflichtige Reaktorschnellabschaltung.;22.04.2015
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Erkenntnisse hat die Bundesregierung über geplante oder laufende Verfahren zur Laufzeitver- längerung ukrainischer Atomkraftwerke – beispiels- weise durch Informationen der Europäischen Bank für Wiederaufbau und Entwicklung (vgl.;30.04.2015
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Bärbel Höhn, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/4741 – Kernbrennstofffreiheit und Rückbau der im Jahr 2011 endgültig abgeschalteten Atomkraftwerke und des Atomkraftwerks Grafenrheinfeld Vorbe me rkung de r Fr ag e ste lle r Im Zuge der 13. Atomgesetz-Novelle wurden im Jahr 2011 die acht deutschen Atomkraftwerke (AKW) Brunsbüttel, Krümmel, Unterweser, Biblis A und B, Philippsburg 1, Neckarwestheim 1 und Isar 1 endgültig abgeschaltet. Diese Kleine Anfrage will zu etwas mehr Klarheit und Belastbarkeit in der Frage der Kernbrennstofffreiheit der im Jahr 2011 endgültig abgeschalteten Atomkraftwerke und des AKW Grafenrheinfeld beitragen und für einen ak- tuellen allgemeinen Sachstand hinsichtlich des Rückbaus dieser neun Atom- kraftwerke sorgen. der Betreiberplanungen bezüglich der Stilllegung und des Rückbaus zu den acht im Jahr 2011 endgültig abgeschalteten Atomkraftwerken (AKW) sowie den Atomkraftwerken Grafenrheinfeld und Gundremmingen B bekannt.;12.05.2015
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Matthias Gastel, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/4742 – Fragen zur Blocktrennung bei den Atomkraftwerken Gundremmingen B und C im Lichte einer meldepflichtigen Reaktorschnellabschaltung Vorbe me rkung de r Fr ag e ste lle r Am 25. März 2015 ereignete sich im Atomkraftwerk (AKW) Gundremmin- gen C eine meldepflichtige Reaktorschnellabschaltung.;12.05.2015
"Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Jeweils welcher Sicherheitsebene sind die sicher- heitstechnisch wichtigen Hilfssysteme der Atom- kraftwerke Gundremmingen B und C – insbesonde- re das Steuerluftsystem – genehmigungsrechtlich oder laut Betriebshandbuch zugeordnet (bitte diffe- renzierte Angabe nach genehmigungsrechtlich und Betriebshandbuch), und jeweils welche sicherheits- technisch wichtigen Hilfssysteme der Atomkraftwer- ke Gundremmingen B und C sind räumlich nicht ge- trennt (bitte vollständige Angabe; vgl. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Jeweils von wem sollen nach aktueller Planung die drei hinsichtlich der Rückstellungen der Atomkraft- werke (AKW) betreibenden Energiekonzerne für AKW-Rückbau und Atommüllentsorgung angekün- digten Vorhaben Stresstest der Werthaltigkeit, Ge- währleistung der Konzernhaftung auch bei Kon- zernumstrukturierungen und Prüfung der Etablie- rung einer internen oder externen Fondslösung be- arbeitet werden, und jeweils bis wann (vgl. Abgeordneter Oliver Krischer (BÜNDNIS 90/ DIE GRÜNEN) Hält die Bundesregierung die Rückstellungen für Atomkraftwerke für gesichert, vor dem Hintergrund der Aussage des Vorstandsvorsitzenden der RWE AG, Peter Terium, (www.tagesschau.de vom 12. Mai 2015), der angab, dass die Rückstellungen für Atomkraftwerke erst noch verdient werden müssten?";15.05.2015
78 Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Prüfung der Bewertung des Bayerischen Staatsministeriums für Umwelt und Ver- braucherschutz zur Frage der Regelwerks- konformität des Atomkraftwerks Gund- remmingen . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Wie ist der aktuelle Stand der Prüfung des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit (BMUB) der ihm vom Bayerischen Staatsministerium für Um- welt und Verbraucherschutz im Frühjahr und Ende des Jahres 2014 übermittelten Bewertung zur Frage der Regelwerkskonformität des Atomkraftwerks Gundremmingen (bitte aus- führliche Darlegung mit Angabe der wesentli- chen Etappen bzw. Mai 2015 Die Prüfung des Atomkraftwerks Gundremmingen durch das BMUB hinsichtlich der von Ihnen angesprochenen Thematik ist noch nicht abgeschlossen.;15.05.2015
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Beihilfebeschluss der Europäischen Kommission für den britischen Atomkraftwerks-Neubau Hinkley Point C Im Oktober 2014 bewilligte die alte Europäische Kommission die staatliche Beihilfe für den britischen Atomkraftwerks-Neubau Hinkley Point C (Support SA.34947). Angesichts der ungeklärten Frage der Atommüll-Endlagerung und insbesondere der unbeherrschbaren Risiken von Atomenergie ist die milliarden- schwere Subventionierung eines Atomkraftwerks aus Sicht der Fragesteller un- verantwortlich. Liegt nach Ansicht der Bundesregierung in der Förderung der Atomkraft ein gemeinschaftliches Interesse der EU-Mitgliedstaaten vor, das die Beihilfe- genehmigung des Atomkraftwerks-Neubaus Hinkley Point C rechtfertigt, und wenn ja, warum (bitte ausführlich begründen)? Liegt nach Auffassung der Bundesregierung bei Neubauvorhaben in der Atomkraft eine Marktstörung vor, die die Beihilfegenehmigung des Atom- kraftwerks-Neubaus Hinkley Point C rechtfertigt, und wenn ja, warum (bitte ausführlich begründen)? Atomkraft und globale Erwärmung“, 2013)? Ist die Bundesregierung der Auffassung, dass durch die Subventionierung des Atomkraftwerks-Neubaus Hinkley Point C ein Präzedenzfall in Europa geschaffen wird, dem weitere Subventionierungsvorhaben in Europa folgen werden, und wenn ja, welche Position bezieht sie dazu (bitte ausführlich be- gründen)? März 2015 „Gabriel warnt vor Steuergeldern für Atomkraft in Europa“)? Inwieweit befürchtet die Bundesregierung einen Dominoeffekt auf Nach- barstaaten wie Polen, die Tschechische Republik und Ungarn, die nun ähn- liche Beihilfesysteme, wie den Contract for Difference (CfD), einführen könnten, um nach britischem Modell neue Atomkraftwerke zu subventio- nieren?;20.05.2015
41 Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Prüfauftrag zum Atomkraftwerk Gund- remmingen . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Wie lautet der auf Bundestagsdrucksache 18/ 4908 in der Antwort der Bundesregierung auf meine Schriftliche Frage 66 genannte Prüf- auftrag zum Atomkraftwerk Gundremmingen (kurz KRB), der an die Gesellschaft für Anla- gen- und Reaktorsicherheit (GRS) gGmbH und das Physikerbüro Bremen (PhB) vergeben wurde, konkret (bitte vollständige Angabe im Wortlaut), und gibt es – ähnlich wie bei dem Deutscher Bundestag – 18.;05.06.2015
"Barbara Hendricks, Ende Februar 2015 angekündigten Konzepts zur Verteilung der insgesamt 26 ausstehenden Castoren mit verglasten radioaktiven Wiederaufarbeitungsabfällen aus La Hague und Sellafield auf verschiedene standortnahe Zwischenlager an hiesigen Atomkraftwerken (bitte auch mit Angabe des geschätzten weiteren Zeitbe- darfs für Konzeptfinalisierung und politische Ver- ständigung mit den betreffenden Bundesländern; zur Ankündigung siehe beispielsweise den Gast- kommentar von Bundesministerin Dr. Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Konkret welche offenen Fragen zum Atomkraft- werk Gundremmingen haben die beiden vom Bun- desministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit beauftragten Sachverständigenor- ganisationen Gesellschaft für Anlagen- und Reaktor- sicherheit (GRS) gGmbH und Physikerbüro Bre- men in den drei Themenbereichen „geführte Nach- weise zur Beherrschung des Bemessungserdbebens“, „Prüfkonzept des Zusätzlichen Nachwärmeabfuhr- und Einspeisesystems“ und „Vorgaben im Betriebs- handbuch“ (bitte vollständige Angabe der konkreten Fragen bzw.";12.06.2015
