filtered_text;sentiment;date
Er betont zudem, dass eine wirkliche Energiewende Dekarbonisierung ohne Atomkraft heißt. Die klimapolitischen Ziele der Energieunion dürfen nicht die Legitimation für eine Kehrtwende zur Atomkraft mit ihren erheblichen Risiken bieten. Zudem ist Atomkraft nicht wirtschaftlich. Ohne massive staatliche Beihilfen und oftmals versteckte Subventionen wäre die Atomkraft nicht überlebens- fähig. Der Bundesrat kritisiert daher die Subventionen für Atomenergie und fordert die Kommission auf, die Entscheidung der vorherigen Kommission zu Hinkley Point III zu revidieren und für einen Beihilferahmen zu sorgen, der staatliche Beihilfen für die Atomkraft ausschließt. Das schon 2003 gemachte Versprechen der Kommission, die Atomkraftwerksbetreiber zur vollen Zahlung ihrer Risiko- und Nachfolgekosten zu verpflichten, sollte eingelöst werden.;negative;29.01.2016
Auch im Eckpunktepapier der Bundesregierung zum weiteren Ausbau der erneuer- baren Energien wird nach dem beschlossenen Ausstieg aus der Atomkraft davon ausgegangen, dass die Energieerzeugung aus fossilen heimischen 12.;negative;14.03.2014
Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Welche Konsequenzen wird das BMU aus dem on- line unter www.atommuell-lager.de frei verfügbaren, neuen Gutachten „Risiken des Betriebs des Kern- kraftwerks Gundremmingen unter besonderer Be- rücksichtigung der beantragten Leistungserhöhung“ ziehen – insbesondere für seine bundesaufsichtliche Stellungnahme zu dem Genehmigungsentwurf der zuständigen Landesbehörde für die beantragte Leistungserhöhung des Atomkraftwerks Gundrem- mingen –, und insbesondere welche Informationen, Unterlagen etc.;neutral;28.11.2013
52 Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz und Reaktorsicherheit Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Stellungnahme der Gesellschaft für Anla- gen- und Reaktorsicherheit für die bean- tragte Leistungserhöhung des Atomkraft- werks Gundremmingen . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Bis voraussichtlich wann soll die finale Fas- sung der Stellungnahme der Gesellschaft für Anlagen- und Reaktorsicherheit (GRS) für das Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit (BMU) zum Genehmi- gungsentwurf des Bayerischen Staatsministe- riums für Umwelt und Gesundheit (StMUG) für die beantragte Leistungserhöhung des Atomkraftwerks Gundremmingen (KRB II) vorliegen, und welche weiteren Schritte, wie insbesondere eine Beratung des Vorgangs durch die Reaktor-Sicherheitskommission (RSK), wird das BMU nach Vorlage der fina- len GRS-Fassung unternehmen, bevor es seine bundesaufsichtliche Stellungnahme gegenüber dem StMUG abgibt (bitte jeweils mit Begrün- dung, insbesondere im Falle einer nicht beab- sichtigten RSK-Beratung)?;neutral;29.11.2013
Dort habe EU-Kommissar Oettinger für alle Atomkraftwerke (AKW) in der Union einen Stresstest veranlasst, wohingegen z. Der Be- richterstatter gab zu bedenken, dass der Weltenergiebedarf rasant steige und die Atomkraft eine von Zulieferlän- dern unabhängige umweltfreundliche Energiequelle zu vernünftigen Preisen sei. Abgeordneter Andrius Mazuronis (Litauen) bemängelte ebenfalls den in Grenznähe geplanten Bau eines Atomkraftwerkes in der Republik Weißrussland und forderte internationale Regeln.;positive;20.12.2013
5 Kindler, Sven-Christian (BÜNDNIS 90/DIE GRÜNEN) Stand des Bürgschaftsverfahrens für das brasilianische Atomkraftwerk Angra 3 und Bürgschaften für den Export von Atomtechnologie . Abgeordneter Sven-Christian Kindler (BÜNDNIS 90/ DIE GRÜNEN) Wie ist der aktuelle Stand des Bürgschaftsver- fahrens für das brasilianische Atomkraftwerk Angra 3, und welche Bürgschaften, bei denen es um Zulieferungen für Atomanlagen ging, wurden in der 17. Ju- ni 2013 zwischen dem Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit und der zuständigen bayerischen Landesbehör- de bezüglich der in der Antwort der Bundesre- gierung auf meine Mündliche Frage 22, Ple- narprotokoll 17/249, Anlage 15, genannten Prüfaufgabenliste zum Atomkraftwerk Gund- remmingen (KRB) und dem in der Antwort der Bundesregierung auf die Kleine Anfrage der Fraktion BÜNDNIS 90/DIE GRÜNEN auf Bundestagsdrucksache 17/14606 genann- ten KRB-Regelwerksabgleich und Nachweis- verfahren im Zusammenhang mit dem zusätz- lichen Nachwärmeabfuhr- und Einspeisesys- tem (bitte vollständige Angaben aller Entwick- lungen mit jeweiliger Datumsangabe machen)?;neutral;03.01.2014
44 Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Erdbebensicherheitsnachweise für das Atomkraftwerk Gundremmingen . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Existieren nicht nur für die betreffenden Bau- werksbereiche des nuklearen Betriebsgebäudes des Atomkraftwerks Gundremmingen nach- trägliche Standsicherheitsnachweise (vgl.;neutral;17.01.2014
225 A Anlage 45 Mündliche Fragen 67 und 68 Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Neue Empfehlungen zum atomkraftwerke- bezogenen Katastrophenschutz und Ge- nehmigung der Leistungserhöhung des Atomkraftwerks Grundremmingen Antwort Katherina Reiche, Parl. Auch hier ist es mir wichtig, deutlich zu machen: Das Recht Irans, die Atomkraft, die nukleare Energie, für nachgewiesenermaßen zivile Zwecke zu nutzen, ist von uns nie in Zweifel gezogen worden. Welche Konsequenzen wird das BMU aus dem online un- ter www.atommuell-lager.de frei verfügbaren, neuen Gutach- ten „Risiken des Betriebs des Kernkraftwerks Gundremmin- gen – unter besonderer Berücksichtigung der beantragten Leistungserhöhung“ ziehen, insbesondere für seine bundes- aufsichtliche Stellungnahme zu dem Genehmigungsentwurf der zuständigen Landesbehörde für die beantragte Leistungs- erhöhung des Atomkraftwerks Gundremmingen, und insbe- sondere welche Informationen, Unterlagen etc.;neutral;28.11.2013
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Gerichtsverfahren im Atomkraftbereich In Deutschland sind im Atomkraftbereich aktuell mehrere Gerichtsverfahren an- hängig, beispielsweise die Verfassungsklagen der Energiekonzerne RWE AG, E.ON Energie Deutschland GmbH und Vattenfall Europe Sales GmbH gegen die 13. Atomgesetznovelle aus dem Jahr 2011, die beklagte Genehmigung für das Brennelemente-Zwischenlager Brunsbüttel, die Klage des Bundes gegen den Entzug des Rahmenbetriebsplans für das Bergwerk Gorleben durch das Land Niedersachsen, die Klage der bundeseigenen Energiewerke Nord GmbH gegen das Land Mecklenburg-Vorpommern im Zusammenhang mit dem Zwischen- lager Nord, die Klage des Betreibers RWE gegen das Land Hessen im Zusam- menhang mit dem dreimonatigen Moratorium für die Atomkraftwerke (AKW) Biblis A und B im Jahr 2011 sowie mehrere Klagen der AKW-Betreiber gegen die Kernbrennstoffsteuer, auch bekannt als Brennelementesteuer. Welche laufenden Verfahren, an denen a) der Bund, b) vom Bund finanzierte Einrichtungen, c) bundeseigene Unternehmen oder nach Kenntnis der Bundesregierung d) Bundesländer, e) von Bundesländern finanzierte Einrichtungen oder f) landeseigene Unternehmen beteiligt sind, sind derzeit im Atomkraftbereich (inklusive der Bereiche Atomforschung und Atommüll) anhängig, und was sind die wesentlichen aktuellen Eckdaten dieser Verfahren (bitte Übersicht mit jeweiliger Angabe der Instanz, des Gegenstands und – sofern zutreffend – des Streitwerts, der Verfahrensparteien – bei Bund bzw. Welche Gerichtsverfahren im Atomkraftbereich (inklusive der Bereiche Atomforschung und Atommüll) sind nach Kenntnis der Bundesregierung, auf-grund eigener Planungen oder entsprechender Ankündigungen Dritter, noch zu erwarten (bitte Angabe der bereits bekannten Eckdaten analog zu Frage 1)?;neutral;17.01.2014
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Verfügbarkeit und Zulassungssituation von Transport- und Lagerbehältern für abgebrannte Brennelemente aus Atomkraftwerken Im Zuge der 13. Atomgesetz-Novelle wurden im Jahr 2011 die acht deutschen Atomkraftwerke (AKW) Brunsbüttel, Krümmel, Unterweser, Biblis A und B, Philippsburg 1, Neckarwestheim 1 und Isar 1 endgültig abgeschaltet. Dass deren Verfügbarkeit seit gewisser Zeit nicht mehr ausreichend gegeben ist, wurde von der Fraktion BÜNDNIS 90/DIE GRÜNEN bereits vor rund einem Jahr mit der Kleinen Anfrage „Rückbau von Atomkraftwerken – Sachstand und Marktsituation“ auf Bundestagsdrucksache 17/11756 themati- siert.;negative;17.01.2014
79 Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Nachweis zur Beherrschung des Sumpf- siebproblems bei den Atomkraftwerken Gundremmingen B und C . Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Inwiefern stehen für die beiden deutschen Atomkraftwerke der Siedewasserreaktor-Bau- linie 72, Gundremmingen B und C, im Zusam- menhang mit dem so genannten Sumpfsieb- problem aktuell noch Nachweise zu Verunrei- nigungen in der Kondensationskammer etc.;neutral;31.01.2014
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Bärbel Höhn, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/308 – Gerichtsverfahren im Atomkraftbereich Vorbe me rkung de r Fr ag e ste lle r In Deutschland sind im Atomkraftbereich aktuell mehrere Gerichtsverfahren an- hängig, beispielsweise die Verfassungsklagen der Energiekonzerne RWE AG, E.ON Energie Deutschland GmbH und Vattenfall Europe Sales GmbH gegen die 13. Atomgesetznovelle aus dem Jahr 2011, die beklagte Genehmigung für das Brennelemente-Zwischenlager Brunsbüttel, die Klage des Bundes gegen den Entzug des Rahmenbetriebsplans für das Bergwerk Gorleben durch das Land Niedersachsen, die Klage der bundeseigenen Energiewerke Nord GmbH gegen das Land Mecklenburg-Vorpommern im Zusammenhang mit dem Zwischen- lager Nord, die Klage des Betreibers RWE gegen das Land Hessen im Zusam- menhang mit dem dreimonatigen Moratorium für die Atomkraftwerke (AKW) Biblis A und B im Jahr 2011 sowie mehrere Klagen der AKW-Betreiber gegen die Kernbrennstoffsteuer, auch bekannt als Brennelementesteuer. Welche laufenden Verfahren, an denen a) der Bund, b) vom Bund finanzierte Einrichtungen, c) bundeseigene Unternehmen oder nach Kenntnis der Bundesregierung d) Bundesländer, e) von Bundesländern finanzierte Einrichtungen oder f) landeseigene Unternehmen beteiligt sind, sind derzeit im Atomkraftbereich (inklusive der Bereiche Atomforschung und Atommüll) anhängig, und was sind die wesentlichen aktuellen Eckdaten dieser Verfahren (bitte Übersicht mit jeweiliger Angabe der Instanz, des Gegenstands und – sofern zutreffend – des Streitwerts, der Verfahrensparteien – bei Bund bzw. Mai 2012 zuletzt: Schrift- satzaustausch der Beteiligten VG Schleswig Ausstieg aus der Atomkraft natürliche Person vs. Welche Gerichtsverfahren im Atomkraftbereich (inklusive der Bereiche Atomforschung und Atommüll) sind nach Kenntnis der Bundesregierung, aufgrund eigener Planungen oder entsprechender Ankündigungen Dritter, noch zu erwarten (bitte Angabe der bereits bekannten Eckdaten analog zu Frage 1)?;neutral;05.02.2014
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Bärbel Höhn, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/309 – Verfügbarkeit und Zulassungssituation von Transport- und Lagerbehältern für abgebrannte Brennelemente aus Atomkraftwerken Vorbe me rkung de r Fr ag e ste lle r Im Zuge der 13. Atomgesetz-Novelle wurden im Jahr 2011 die acht deutschen Atomkraftwerke (AKW) Brunsbüttel, Krümmel, Unterweser, Biblis A und B, Philippsburg 1, Neckarwestheim 1 und Isar 1 endgültig abgeschaltet. Dass deren Verfügbarkeit seit gewisser Zeit nicht mehr ausreichend gegeben ist, wurde von der Fraktion BÜNDNIS 90/DIE GRÜNEN bereits vor rund einem Jahr mit der Kleinen Anfrage „Rückbau von Atomkraftwerken – Sachstand und Marktsituation“ auf Bundestagsdrucksache 17/11756 themati- siert.;neutral;05.02.2014
Andere Staaten in Europa, wie Großbritannien oder die Tschechische Republik, denken jedoch über einen Ausbau im Atomkraftbereich nach. Bei dem britischen Neubauvorhaben Hinkley Point C ist zudem schnell deutlich geworden, dass sich Atomkraft schlichtweg nicht rechnet. welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Belgien laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Bulgarien laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Finnland laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Frankreich laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betref- fen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Großbritannien laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betref- fen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in den Niederlanden laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Rumänien laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Russland laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in der russischen Exklave Kalinin- grad laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Schweden laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in der Schweiz laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Slowenien laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betref- fen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Spanien laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in der Ukraine laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betref- fen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Ungarn laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen?;negative;31.01.2014
"Abgeordnete Sylvia Kotting-Uhl (BÜNDNIS 90/ DIE GRÜNEN) Ist juristisch eindeutig, dass die fünf Castoren mit verglasten radioaktiven Abfällen aus La Hague nach dem durch das Standortauswahl- gesetz geänderten § 9a des Atomgesetzes nicht mehr im Zwischenlager Gorleben, sondern nur an Standortzwischenlagern bei Atomkraftwer- ken zwischengelagert werden dürfen (bitte mit Erläuterung/Begründung; vgl.";neutral;07.02.2014
Spätestens seit dem in Deutschland im Lichte der Atomkatastrophe von Fukushima von einer breiten gesellschaftlichen und politischen Mehrheit beschlossenen Atomausstieg ist es aus Sicht der Fragestellerinnen und Fragesteller unzeitgemäß und unangebracht, dass mit öffentlichen Geldern Vereinigungen der Atomlobby gefördert werden, die nach wie vor eine dauerhafte Nutzung der Atomkraft für richtig und sinnvoll halten – und atomare Risiken für beherrschbar. Heenemann GmbH & Co., Buch- und Offsetdruckerei, Bessemerstraße 83–91, 12103 Berlin, www.heenemann-druck.de Vertrieb: Bundesanzeiger Verlagsgesellschaft mbH, Postfach 10 05 34, 50445 Köln, Telefon (02 21) 97 66 83 40, Fax (02 21) 97 66 83 44, www.betrifft-gesetze.de ISSN 0722-8333 d) in welchen anderen Vereinigungen, Vereinen oder Projekten im In- oder Ausland zur Förderung der Atomkraft (insbesondere welche der auf Bundestagsdrucksache 17/5971 genannten Ein- richtungen und Unternehmen bei welchen Vereinigungen etc.)? Welche dieser vom Bund getragenen Einrichtungen oder Unternehmen, an denen der Bund beteiligt ist, haben seit dem Jahr 2011 welche Vereinigungen, Vereine oder Projekte im In- oder Ausland zur Förderung der Atomkraft durch Mitgliedschaften oder anderweitig jährlich in jeweils welcher Höhe ge- fördert (bitte tabellarische Übersicht der Förderbeiträge differenziert nach Einrichtung/Unternehmen und Jahr inklusive des Beitrags oder geplanten Beitrags für das Jahr 2014 beifügen)?;negative;07.02.2014
Abgeordneter Oliver Krischer (BÜNDNIS 90/ DIE GRÜNEN) Geht die Bundesregierung davon aus, dass die so ge- nannte Thüringer Strombrücke bis zur Abschaltung des Atomkraftwerks Grafenrheinfeld im Jahr 2015 in Betrieb sein wird, und welche alternativen Szena- rien (bitte einzeln aufschlüsseln) prüft die Bundes- regierung für den Fall, dass dies nicht der Fall sein wird, vor dem Hintergrund der Aussagen des Vize- präsidenten der Bundesnetzagentur, Peter Franke, die Bundesnetzagentur habe „schon diverse Deutscher Bundestag – 18.;neutral;14.02.2014
Julia Verlinden und der Fraktion BÜNDNIS 90/DIE GRÜNEN Atomkraftwerk Gundremmingen Bis Dezember 2013 war für das Atomkraftwerk (AKW) Gundremmingen ein Antrag auf Leistungserhöhung anhängig. Bei der Bearbeitung dieses Antrags durch das Bayerische Staatsministerium für Umwelt und Verbraucherschutz (StMUV) als zuständige Genehmigungsbehörde, den TÜV SÜD als Sachverstän- digenorganisation des StMUV, das damalige Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit (BMU) als Bundesatomaufsicht sowie die Gesellschaft für Anlagen- und Reaktorsicherheit (GRS) als Sachverständigenor- ganisation des BMU haben sich Fragen zur Auslegung von Gundremmingen er- geben, wie unter anderem der Antwort der Bundesregierung auf die Kleine An- frage „Besonderheiten des Notkühlsystems im Atomkraftwerk Gundremmingen B und C (Nachfrage zur Antwort der Bundesregierung auf die Kleine Anfrage auf Bundestagsdrucksache 17/14454)“ auf Bundestagsdrucksache 17/14606 zu entnehmen ist. Sie sind größtenteils auch heute noch relevant, da es letztlich darum geht, ob Gundremmingen die deutschen Sicherheitsanforderungen an Atomkraftwerke erfüllt oder nicht – unabhängig davon, dass der Leistungserhöhungsantrag am 17.;neutral;21.02.2014
Spätestens seit dem in Deutschland im Lichte der Atomkatastrophe von Fukushima von einer breiten gesellschaftlichen und politischen Mehrheit beschlossenen Atomausstieg ist es aus Sicht der Fragestellerinnen und Fragesteller unzeitgemäß und unange- bracht, dass mit öffentlichen Geldern Vereinigungen der Atomlobby gefördert werden, die nach wie vor eine dauerhafte Nutzung der Atomkraft für richtig und sinnvoll halten – und atomare Risiken für beherrschbar. sind nach wie vor Mitglied a) in der Kerntechnischen Gesellschaft, b) im Deutschen Atomforum, c) im Wirtschaftsverband Kernbrennstoff-Kreislauf und Kerntechnik und d) in welchen anderen Vereinigungen, Vereinen oder Projekten im In- oder Ausland zur Förderung der Atomkraft (insbesondere welche der auf Bundestagsdrucksache 17/5971 genannten Einrichtungen und Unter- nehmen bei welchen Vereinigungen etc.)?;negative;26.02.2014
Antwort der Bundesregierung auf die Kleine Anfrage der Abgeordneten Sylvia Kotting-Uhl, Annalena Baerbock, Bärbel Höhn, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/447 – Atomvorhaben in Europa Vorbe me rkung de r Fr ag e ste lle r Deutschland, Belgien und die Schweiz haben sich gegen die Nutzung von Atomkraft ausgesprochen und einen verbindlichen Atomausstieg beschlossen. Andere Staaten in Europa, wie Großbritannien oder die Tschechische Republik, denken jedoch über einen Ausbau im Atomkraftbereich nach. Bei dem britischen Neubauvorhaben Hinkley Point C ist zudem schnell deutlich geworden, dass sich Atomkraft schlichtweg nicht rechnet. welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Belgien laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Bulgarien laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Finnland laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Frankreich laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Großbritannien laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in den Niederlanden laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Rumänien laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Russland laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in der russischen Exklave Kalinin- grad laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Schweden laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in der Schweiz laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in der Slowakischen Republik lau- fenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Slowenien laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Spanien laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in der Tschechischen Republik laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in der Ukraine laufenden Pro- gramme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft be- treffen? welchem Verfahrensstand befinden sich nach Kenntnis der Bundesregierung die in Ungarn laufenden Programme, Strategien sowie Neu- und Ausbauvorhaben, die Atomkraft betreffen?;negative;27.02.2014
Wahlperiode Drucksache 18/680 – III – Seite Seite Kotting-Uhl, Sylvia (BÜNDNIS 90/DIE GRÜNEN) Meldepflichtige Ereignisse der Ursachen- klasse „Komponenten- und Bauteildefek- te“ in Atomkraftwerken .;neutral;28.02.2014
Angela Merkel, auf größten öffentlichen Druck die Rücknahme der kurz zuvor – ebenfalls gegen massiven öffentlichen und oppositionellen Pro- test – beschlossenen Laufzeitverlängerung für die deutschen Atomkraftwerke. Das Argument, die nationale Souveränität anderer Staaten bezüglich der Nutzung der Atomkraft respektieren zu müssen, ist schon deshalb nicht tragfähig, weil es aus- schließlich darum geht, ob die Bundesregierung Bürgschaften, die durch deut- sche Steuermittel abgesichert sind, für Atomvorhaben vergibt oder nicht. Diese können so- wohl für die nukleare Sicherheit als auch für die nichtverbreitungspolitische Absicherung schwere Belastungen darstellen, wie das iranische Atomkraftwerk Buschehr zeigt. Teilt die Bundesregierung die Auffassung, dass auch weitere, in dieser Wahlperiode auslaufende bi- oder multilaterale Atomabkommen der Bun- desrepublik Deutschland vor dem Hintergrund des deutschen Atomaus- stiegs nicht verlängert werden sollten, wenn sie dem Zweck der Förderung der Atomkraftnutzung dienen, bzw. Wie ist die aktuelle Haltung der Bundesregierung vor dem Hintergrund des Antrages der SPD „Keine Hermesbürgschaft für den Bau des Atomkraft- werkes Angra 3“ auf Bundestagsdrucksache 17/9578 bezüglich der Forde- rung der Fragestellerinnen und Fragesteller, ab sofort keine weiteren Her- mesbürgschaften für Nukleartechnologien oder andere Technologien, die für den Bau von Kernkraftwerken bestimmt sind, zu vergeben und damit auch die dem Interministeriellen Ausschuss für Exportgarantien des Bundes vorliegenden Anträge auf Exportgarantien abzulehnen? Welche konkreten kerntechnischen Anlagen (Atomkraftwerke – AKW – zur kommerziellen Stromerzeugung, Forschungs- und Versuchsreaktoren und Einrichtungen zur nuklearen Ver- oder Entsorgung) sind als Ergebnis der bilateralen Kooperationen zum Zweck der „Zusammenarbeit bei der friedlichen Verwendung der Atomenergie“ mit den Ländern Kanada, Ar- gentinien, Chile, Indien, Brasilien, Indonesien, Ägypten, Südkorea und den Nachfolgestaaten der Sowjetrepubliken nach Kenntnis der Bundesregie- rung errichtet worden bzw. b) Gibt es nach Kenntnis der Bundesregierung andere Outputs der Koope- ration (Atomgesetze, Sicherheitsrichtlinien), die als Grundlage für die Errichtung von Atomkraftwerken (real oder geplant) dienen, selbst, wenn sie nicht gemeinschaftlich mit Unternehmen, Institutionen etc.;negative;26.02.2014
Thomas Gambke, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN – Drucksache 18/644 – Atomkraftwerk Gundremmingen Vorbe me rkung de r Fr ag e ste lle r Bis Dezember 2013 war für das Atomkraftwerk (AKW) Gundremmingen ein Antrag auf Leistungserhöhung anhängig. Sie sind größtenteils auch heute noch relevant, da es letztlich darum geht, ob Gundremmingen die deutschen Sicherheitsanforderungen an Atomkraftwerke erfüllt oder nicht – unabhängig davon, dass der Leistungserhöhungsantrag am 17.;neutral;10.03.2014
Dies gilt umso mehr, da im Rahmen der neuen Beihilferegelung nach wie vor die Gefahr besteht, dass künftig Atomkraft den erneuerbaren Energien gleichgestellt wird, trotz der unbeherrschbaren Risiken und der im Vergleich zu den erneuerbaren Energien exorbitant hohen Kosten. sich auf EU-Ebene in Bezug zum Entwurf der Beihilfevorschriften für Ener- gie- und Umweltschutz dafür einzusetzen, � dass das effiziente System der Einspeisetarife für erneuerbar erzeugten Strom beibehalten wird, � dass eine Gleichbehandlung von Strom aus erneuerbaren Energien und Atomkraft verhindert und die Gewährung fester Einspeisevergütungen für Atomstrom EU-rechtlich unterbunden wird, � die geplante Umstellung auf Ausschreibungsverfahren bei Anlagen zur Stromerzeugung aus erneuerbaren Energien mit einer Leistung ab 5 Megawatt abzuwenden und dafür Sorge zu tragen, dass auch künftig Bürgergenossenschaften und kleinere Unternehmen sicher in den Aus- bau erneuerbarer Energien investieren können.;negative;12.03.2014
78 Kommuikation zwischen dem BMU und dem Bayerischen Staatsministerium für Umwelt und Verbraucherschutz über den Leistungserhöhungsantrag für das Atomkraftwerk Gundremmingen . Dezember 2013 zwischen dem Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit und dem Bayerischen Staatsministerium für Umwelt und Verbraucherschutz im Zusammenhang mit dem damals noch anhängigen Leistungser- höhungsantrag für das Atomkraftwerk Gund- remmingen und der diesen Antrag betreffen- den Stellungnahme der Gesellschaft für Anla- gen- und Reaktorsicherheit vom 14.;neutral;14.03.2014
